2025-05-27 18:50:10,744 - sim.BetHedging0.5_W20_Rep3 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: BetHedging0.5_W20_Rep3
2025-05-27 18:50:10,745 - sim.BetHedging0.5_W20_Rep3 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 18:50:10,745 - sim.BetHedging0.5_W20_Rep3 - INFO - simulation_engine:202 - Starting simulation: BetHedging0.5_W20_Rep3
2025-05-27 18:50:10,745 - sim.BetHedging0.5_W20_Rep3 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 18:50:10,746 - sim.BetHedging0.5_W20_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:10,747 - sim.BetHedging0.5_W20_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:10,748 - sim.BetHedging0.5_W20_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=6, MaxR=3.00, Pheno={'G_SPECIALIST': 6, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:10,749 - sim.BetHedging0.5_W20_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=7, MaxR=4.58, Pheno={'G_SPECIALIST': 7, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:10,750 - sim.BetHedging0.5_W20_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=8, MaxR=4.58, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:10,751 - sim.BetHedging0.5_W20_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=12, MaxR=6.24, Pheno={'G_SPECIALIST': 12, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:10,753 - sim.BetHedging0.5_W20_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=16, MaxR=6.24, Pheno={'G_SPECIALIST': 16, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:10,754 - sim.BetHedging0.5_W20_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=18, MaxR=6.24, Pheno={'G_SPECIALIST': 18, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:10,756 - sim.BetHedging0.5_W20_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=22, MaxR=6.24, Pheno={'G_SPECIALIST': 22, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:10,759 - sim.BetHedging0.5_W20_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=32, MaxR=9.64, Pheno={'G_SPECIALIST': 32, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:10,762 - sim.BetHedging0.5_W20_Rep3 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=42
