W_band,bet_hedging_performance,best_responsive_performance,bet_hedging_advantage,advantage_percentage
10.0,0.4040355474200072,0.4325187072472592,-0.028483159827252025,-6.5854168501823835
20.0,0.42260120001803925,0.42295558789822296,-0.00035438788018371525,-0.08378843791726724
40.0,0.41331780715756844,0.4137871395224153,-0.0004693323648468639,-0.11342362292568052
5.0,0.40432317741585583,0.4289801370462392,-0.02465695963038339,-5.747809164349642
80.0,0.4043524292147637,0.40541791288236123,-0.001065483667597511,-0.2628111964817595
