time,total_cell_count,avg_radial_distance,max_radial_distance,min_radial_distance,std_dev_radial_distance,median_radial_distance,phenotype_counts_G_SPECIALIST,phenotype_counts_L_SPECIALIST,phenotype_counts_SWITCHING_GL,frontier_lag_G_to_L_count_at_transition_nutrient,frontier_lag_G_to_L_remaining_lag_times_at_transition,frontier_lag_G_to_L_avg_remaining_lag_at_transition,frontier_lag_G_to_L_inherent_T_lags_GL_at_transition,frontier_lag_G_to_L_avg_inherent_T_lag_at_transition,frontier_traits_count_frontier_cells,frontier_traits_frontier_inherent_growth_rates_G,frontier_traits_avg_frontier_growth_rate_G,frontier_traits_frontier_inherent_T_lags_GL,frontier_traits_avg_frontier_T_lag_GL
0.0,5,1.3856406460551018,1.7320508075688772,0.0,0.6928203230275508,1.7320508075688772,5,0,0,0,[],0.0,[],0.0,4,"[0.5, 0.1, 0.1, 0.1]",0.19999999999999998,"[21.0, 5.0, 5.0, 5.0]",9.0
0.9999999999999999,6,1.4433756729740643,1.7320508075688772,0.0,0.6454972243679028,1.7320508075688772,6,0,0,0,[],0.0,[],0.0,5,"[0.5, 0.1, 0.1, 0.1, 0.5]",0.25999999999999995,"[21.0, 5.0, 5.0, 5.0, 21.0]",11.4
2.0000000000000004,7,1.4846149779161804,1.7320508075688772,0.0,0.6060915267313264,1.7320508075688772,7,0,0,0,[],0.0,[],0.0,6,"[0.5, 0.1, 0.1, 0.1, 0.5, 0.5]",0.3,"[21.0, 5.0, 5.0, 5.0, 21.0, 21.0]",13.0
3.0000000000000013,9,1.8729340511723354,3.4641016151377544,0.0,0.9085435450722861,1.7320508075688772,9,0,0,0,[],0.0,[],0.0,1,[0.1],0.1,[5.0],5.0
4.000000000000002,11,2.077855132777365,3.4641016151377544,0.0,0.9296968479073915,1.7320508075688772,11,0,0,0,[],0.0,[],0.0,1,[0.1],0.1,[5.0],5.0
4.999999999999998,15,2.5220858000613413,4.58257569495584,0.0,1.1131411487897405,3.0,15,0,0,0,[],0.0,[],0.0,1,[0.1],0.1,[5.0],5.0
5.999999999999995,18,2.8116675065879217,5.196152422706632,0.0,1.2627453553261079,3.0,18,0,0,0,[],0.0,[],0.0,1,[0.5],0.5,[21.0],21.0
6.999999999999991,20,3.059629540676922,6.0,0.0,1.4278189919654134,3.0,20,0,0,0,[],0.0,[],0.0,1,[0.1],0.1,[5.0],5.0
7.999999999999988,22,3.225969042327314,6.0,0.0,1.4623878703683024,3.232050807568877,22,0,0,0,[],0.0,[],0.0,1,[0.1],0.1,[5.0],5.0
8.999999999999984,27,3.4351869277356806,6.0,0.0,1.483068026596857,3.4641016151377544,27,0,0,0,[],0.0,[],0.0,2,"[0.1, 0.5]",0.3,"[5.0, 21.0]",13.0
9.99999999999998,32,3.7277100111173054,6.244997998398398,0.0,1.5844330446616608,3.4641016151377544,32,0,0,0,[],0.0,[],0.0,5,"[0.1, 0.5, 0.1, 0.1, 0.1]",0.18,"[5.0, 21.0, 5.0, 5.0, 5.0]",8.2
10.999999999999977,33,3.803991465277339,6.244997998398398,0.0,1.6188137703288354,3.4641016151377544,33,0,0,0,[],0.0,[],0.0,6,"[0.1, 0.5, 0.1, 0.1, 0.1, 0.5]",0.2333333333333333,"[5.0, 21.0, 5.0, 5.0, 5.0, 21.0]",10.333333333333334
11.999999999999973,37,4.273546271506004,9.16515138991168,0.0,2.04847790438574,4.58257569495584,37,0,0,0,[],0.0,[],0.0,1,[0.1],0.1,[5.0],5.0
12.99999999999997,40,4.521723478264741,9.16515138991168,0.0,2.23137105522802,4.58257569495584,40,0,0,0,[],0.0,[],0.0,3,"[0.1, 0.5, 0.5]",0.3666666666666667,"[5.0, 21.0, 21.0]",15.666666666666666
13.999999999999966,50,4.896872678532143,9.16515138991168,0.0,2.2362106274332563,4.58257569495584,50,0,0,0,[],0.0,[],0.0,4,"[0.1, 0.5, 0.5, 0.1]",0.30000000000000004,"[5.0, 21.0, 21.0, 5.0]",13.0
14.999999999999963,61,5.449713851428612,10.816653826391969,0.0,2.450619711488095,5.196152422706632,61,0,0,0,[],0.0,[],0.0,1,[0.1],0.1,[5.0],5.0
15.99999999999996,71,5.8980675340506155,12.12435565298214,0.0,2.654013051827564,6.0,71,0,0,0,[],0.0,[],0.0,1,[0.5],0.5,[21.0],21.0
16.99999999999997,83,6.3759783175478315,13.74772708486752,0.0,2.85343323332639,6.244997998398398,83,0,0,0,[],0.0,[],0.0,1,[0.1],0.1,[5.0],5.0
17.999999999999986,91,6.558993979526665,13.74772708486752,0.0,2.8711207289609444,6.244997998398398,91,0,0,0,[],0.0,[],0.0,1,[0.1],0.1,[5.0],5.0
19.0,106,6.885497745731074,13.74772708486752,0.0,2.869046919709499,6.928203230275509,106,0,0,0,[],0.0,[],0.0,2,"[0.1, 0.5]",0.3,"[5.0, 21.0]",13.0
20.000000000000014,121,7.35836287756959,13.74772708486752,0.0,3.053779648594687,7.54983443527075,121,0,0,0,[],0.0,[],0.0,5,"[0.1, 0.5, 0.5, 0.5, 0.1]",0.34,"[5.0, 21.0, 21.0, 21.0, 5.0]",14.6
21.00000000000003,130,7.729083588499217,15.394804318340652,0.0,3.2663372743310486,7.7435441842322605,130,0,0,0,[],0.0,[],0.0,2,"[0.1, 0.5]",0.3,"[5.0, 21.0]",13.0
22.000000000000043,144,8.090629449138046,17.05872210923198,0.0,3.4278343673628,7.937253933193772,144,0,0,0,[],0.0,[],0.0,2,"[0.5, 0.1]",0.3,"[21.0, 5.0]",13.0
23.000000000000057,159,8.456600780401295,17.05872210923198,0.0,3.597045096964375,8.660254037844387,159,0,0,0,[],0.0,[],0.0,4,"[0.1, 0.5, 0.1, 0.5]",0.3,"[5.0, 21.0, 5.0, 21.0]",13.0
24.00000000000007,168,8.638796345991345,18.083141320025124,0.0,3.676146737460806,9.0,168,0,0,0,[],0.0,[],0.0,5,"[0.1, 0.5, 0.1, 0.1, 0.1]",0.18,"[5.0, 21.0, 5.0, 5.0, 5.0]",8.2
25.000000000000085,187,9.095994186354751,18.734993995195193,0.0,3.905405814334127,9.16515138991168,187,0,0,0,[],0.0,[],0.0,5,"[0.1, 0.1, 0.5, 0.5, 0.5]",0.33999999999999997,"[5.0, 5.0, 21.0, 21.0, 21.0]",14.6
26.0000000000001,211,9.623875496163926,20.42057785666214,0.0,4.116430671952289,9.643650760992955,211,0,0,0,[],0.0,[],0.0,4,"[0.5, 0.1, 0.5, 0.1]",0.30000000000000004,"[21.0, 5.0, 21.0, 5.0]",13.0
27.000000000000114,229,9.987524395569174,21.283796653792763,0.0,4.249892177708323,10.392304845413264,229,0,0,0,[],0.0,[],0.0,5,"[0.1, 0.5, 0.1, 0.1, 0.5]",0.25999999999999995,"[5.0, 21.0, 5.0, 5.0, 21.0]",11.4
28.000000000000128,254,10.535437542744466,21.633307652783937,0.0,4.477483988753576,10.535653752852738,254,0,0,0,[],0.0,[],0.0,7,"[0.1, 0.1, 0.1, 0.5, 0.1, 0.5, 0.5]",0.2714285714285714,"[5.0, 5.0, 5.0, 21.0, 5.0, 21.0, 21.0]",11.857142857142858
29.000000000000142,283,11.137977813993253,22.9128784747792,0.0,4.736730548884179,10.816653826391969,283,0,0,0,[],0.0,[],0.0,8,"[0.1, 0.5, 0.5, 0.1, 0.1, 0.1, 0.1, 0.5]",0.25,"[5.0, 21.0, 21.0, 5.0, 5.0, 5.0, 5.0, 21.0]",11.0
30.000000000000156,315,11.59170107612765,22.9128784747792,0.0,4.778332989830349,12.0,315,0,0,0,[],0.0,[],0.0,8,"[0.1, 0.5, 0.5, 0.1, 0.1, 0.1, 0.1, 0.5]",0.25,"[5.0, 21.0, 21.0, 5.0, 5.0, 5.0, 5.0, 21.0]",11.0
31.00000000000017,340,12.018370636233426,22.9128784747792,0.0,4.91336139433063,12.12435565298214,340,0,0,0,[],0.0,[],0.0,14,"[0.1, 0.5, 0.5, 0.1, 0.1, 0.1, 0.1, 0.5, 0.1, 0.5, 0.5, 0.5, 0.1, 0.5]",0.3,"[5.0, 21.0, 21.0, 5.0, 5.0, 5.0, 5.0, 21.0, 5.0, 21.0, 21.0, 21.0, 5.0, 21.0]",13.0
32.000000000000185,366,12.437251089042324,22.9128784747792,0.0,5.033008920192627,12.489995996796797,366,0,0,0,[],0.0,[],0.0,19,"[0.1, 0.5, 0.1, 0.1, 0.1, 0.1, 0.5, 0.1, 0.5, 0.5, 0.5, 0.1, 0.5, 0.5, 0.5, 0.1, 0.5, 0.1, 0.5]",0.3105263157894737,"[5.0, 21.0, 5.0, 5.0, 5.0, 5.0, 21.0, 5.0, 21.0, 21.0, 21.0, 5.0, 21.0, 21.0, 21.0, 5.0, 21.0, 5.0, 21.0]",13.421052631578947
33.0000000000002,386,12.758976256225408,24.24871130596428,0.0,5.170033876260124,13.076696830622021,386,0,0,0,[],0.0,[],0.0,12,"[0.1, 0.1, 0.5, 0.1, 0.5, 0.5, 0.1, 0.1, 0.5, 0.1, 0.5, 0.5]",0.3,"[5.0, 5.0, 21.0, 5.0, 21.0, 21.0, 5.0, 5.0, 21.0, 5.0, 21.0, 21.0]",13.0
34.00000000000021,420,13.328741861809666,26.888659319497503,0.0,5.444033203802097,13.527749258468683,420,0,0,0,[],0.0,[],0.0,7,"[0.5, 0.1, 0.1, 0.5, 0.5, 0.5, 0.5]",0.38571428571428573,"[21.0, 5.0, 5.0, 21.0, 21.0, 21.0, 21.0]",16.428571428571427
35.00000000000023,464,13.987982493234375,27.874719729532707,0.0,5.666002748700267,14.01692666965442,464,0,0,0,[],0.0,[],0.0,6,"[0.1, 0.1, 0.5, 0.5, 0.1, 0.1]",0.23333333333333336,"[5.0, 5.0, 21.0, 21.0, 5.0, 5.0]",10.333333333333334
36.00000000000024,502,14.59343607304204,29.597297173897484,0.0,5.963680753013866,14.798648586948742,502,0,0,0,[],0.0,[],0.0,9,"[0.5, 0.1, 0.5, 0.5, 0.1, 0.1, 0.1, 0.5, 0.5]",0.32222222222222224,"[21.0, 5.0, 21.0, 21.0, 5.0, 5.0, 5.0, 21.0, 21.0]",13.88888888888889
37.000000000000256,531,14.92488863709675,29.597297173897484,0.0,6.06455048759494,15.099668870541498,531,0,0,0,[],0.0,[],0.0,11,"[0.1, 0.5, 0.5, 0.1, 0.1, 0.1, 0.5, 0.5, 0.1, 0.5, 0.1]",0.2818181818181818,"[5.0, 21.0, 21.0, 5.0, 5.0, 5.0, 21.0, 21.0, 5.0, 21.0, 5.0]",12.272727272727273
38.00000000000027,566,15.285128345040883,31.32091952673165,0.0,6.129276603942902,15.394804318340652,566,0,0,0,[],0.0,[],0.0,6,"[0.1, 0.1, 0.5, 0.1, 0.5, 0.1]",0.2333333333333333,"[5.0, 5.0, 21.0, 5.0, 21.0, 5.0]",10.333333333333334
39.000000000000284,600,15.647211478073105,31.32091952673165,0.0,6.242577429272088,15.874507866387543,600,0,0,0,[],0.0,[],0.0,9,"[0.1, 0.1, 0.5, 0.1, 0.5, 0.1, 0.1, 0.5, 0.1]",0.23333333333333334,"[5.0, 5.0, 21.0, 5.0, 21.0, 5.0, 5.0, 21.0, 5.0]",10.333333333333334
40.0000000000003,636,15.985015903217572,32.07802986469088,0.0,6.305734330100325,16.522711641858304,636,0,0,0,[],0.0,[],0.0,8,"[0.5, 0.1, 0.5, 0.1, 0.5, 0.1, 0.1, 0.1]",0.25,"[21.0, 5.0, 21.0, 5.0, 21.0, 5.0, 5.0, 5.0]",11.0
41.00000000000031,677,16.44723991003797,32.357379374726875,0.0,6.460375605223063,16.703293088490067,677,0,0,0,[],0.0,[],0.0,9,"[0.5, 0.1, 0.5, 0.1, 0.1, 0.1, 0.5, 0.5, 0.1]",0.2777777777777778,"[21.0, 5.0, 21.0, 5.0, 5.0, 5.0, 21.0, 21.0, 5.0]",12.11111111111111
