2025-05-27 18:56:22,286 - sim.ResponsiveHG_W80_Rep1 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ResponsiveHG_W80_Rep1
2025-05-27 18:56:22,287 - sim.ResponsiveHG_W80_Rep1 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 18:56:22,287 - sim.ResponsiveHG_W80_Rep1 - INFO - simulation_engine:202 - Starting simulation: ResponsiveHG_W80_Rep1
2025-05-27 18:56:22,287 - sim.ResponsiveHG_W80_Rep1 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 18:56:22,288 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,289 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=6, MaxR=3.00, Pheno={'G_SPECIALIST': 6, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,298 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=11, MaxR=4.58, Pheno={'G_SPECIALIST': 11, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,300 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=17, MaxR=6.24, Pheno={'G_SPECIALIST': 17, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,302 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=23, MaxR=6.24, Pheno={'G_SPECIALIST': 23, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,304 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=31, MaxR=7.55, Pheno={'G_SPECIALIST': 31, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,307 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=44, MaxR=7.94, Pheno={'G_SPECIALIST': 44, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,311 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=50, MaxR=9.17, Pheno={'G_SPECIALIST': 50, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,315 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=65, MaxR=10.54, Pheno={'G_SPECIALIST': 65, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,320 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=74, MaxR=11.36, Pheno={'G_SPECIALIST': 74, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,325 - sim.ResponsiveHG_W80_Rep1 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=89
2025-05-27 18:56:22,326 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=10.00: Cells=91, MaxR=12.49, Pheno={'G_SPECIALIST': 91, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,334 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=11.00: Cells=104, MaxR=12.49, Pheno={'G_SPECIALIST': 104, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,342 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=12.00: Cells=121, MaxR=13.86, Pheno={'G_SPECIALIST': 121, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,350 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=13.00: Cells=138, MaxR=15.59, Pheno={'G_SPECIALIST': 138, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,360 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=14.00: Cells=149, MaxR=15.87, Pheno={'G_SPECIALIST': 149, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,370 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=15.00: Cells=166, MaxR=16.52, Pheno={'G_SPECIALIST': 166, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,383 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=16.00: Cells=181, MaxR=16.52, Pheno={'G_SPECIALIST': 181, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,395 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=17.00: Cells=191, MaxR=16.52, Pheno={'G_SPECIALIST': 191, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,408 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=18.00: Cells=204, MaxR=17.58, Pheno={'G_SPECIALIST': 204, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,422 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=19.00: Cells=216, MaxR=17.58, Pheno={'G_SPECIALIST': 216, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,433 - sim.ResponsiveHG_W80_Rep1 - INFO - simulation_engine:218 - Progress: T=20.00, Cells=229
2025-05-27 18:56:22,436 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=20.00: Cells=230, MaxR=17.58, Pheno={'G_SPECIALIST': 230, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,452 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=21.00: Cells=250, MaxR=17.58, Pheno={'G_SPECIALIST': 250, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,469 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=22.00: Cells=271, MaxR=19.29, Pheno={'G_SPECIALIST': 271, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,487 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=23.00: Cells=292, MaxR=21.00, Pheno={'G_SPECIALIST': 292, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,507 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=24.00: Cells=323, MaxR=21.00, Pheno={'G_SPECIALIST': 323, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,528 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=25.00: Cells=356, MaxR=21.00, Pheno={'G_SPECIALIST': 356, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,553 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=26.00: Cells=388, MaxR=22.65, Pheno={'G_SPECIALIST': 388, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,578 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=27.00: Cells=412, MaxR=22.65, Pheno={'G_SPECIALIST': 412, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,606 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=28.00: Cells=441, MaxR=23.30, Pheno={'G_SPECIALIST': 441, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,636 - sim.ResponsiveHG_W80_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=29.00: Cells=471, MaxR=24.98, Pheno={'G_SPECIALIST': 471, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:56:22,664 - sim.ResponsiveHG_W80_Rep1 - INFO - simulation_engine:218 - Progress: T=30.00, Cells=498
