2025-05-27 19:05:52,460 - sim.ProbSweep_W10_P0.2_Rep1 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ProbSweep_W10_P0.2_Rep1
2025-05-27 19:05:52,460 - sim.ProbSweep_W10_P0.2_Rep1 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 19:05:52,461 - sim.ProbSweep_W10_P0.2_Rep1 - INFO - simulation_engine:202 - Starting simulation: ProbSweep_W10_P0.2_Rep1
2025-05-27 19:05:52,461 - sim.ProbSweep_W10_P0.2_Rep1 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 19:05:52,462 - sim.ProbSweep_W10_P0.2_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:05:52,463 - sim.ProbSweep_W10_P0.2_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=10, MaxR=5.20, Pheno={'G_SPECIALIST': 10, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:05:52,464 - sim.ProbSweep_W10_P0.2_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=11, MaxR=5.20, Pheno={'G_SPECIALIST': 11, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:05:52,466 - sim.ProbSweep_W10_P0.2_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=16, MaxR=5.20, Pheno={'G_SPECIALIST': 16, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:05:52,467 - sim.ProbSweep_W10_P0.2_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=19, MaxR=5.20, Pheno={'G_SPECIALIST': 19, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:05:52,469 - sim.ProbSweep_W10_P0.2_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=25, MaxR=5.20, Pheno={'G_SPECIALIST': 25, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:05:52,471 - sim.ProbSweep_W10_P0.2_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=31, MaxR=6.24, Pheno={'G_SPECIALIST': 31, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:05:52,474 - sim.ProbSweep_W10_P0.2_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=34, MaxR=6.24, Pheno={'G_SPECIALIST': 34, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:05:52,477 - sim.ProbSweep_W10_P0.2_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=41, MaxR=7.55, Pheno={'G_SPECIALIST': 41, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:05:52,480 - sim.ProbSweep_W10_P0.2_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=44, MaxR=9.00, Pheno={'G_SPECIALIST': 44, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:05:52,483 - sim.ProbSweep_W10_P0.2_Rep1 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=49
