2025-05-27 19:08:51,992 - sim.ProbSweep_W10_P0.3_Rep3 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ProbSweep_W10_P0.3_Rep3
2025-05-27 19:08:51,994 - sim.ProbSweep_W10_P0.3_Rep3 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 19:08:51,994 - sim.ProbSweep_W10_P0.3_Rep3 - INFO - simulation_engine:202 - Starting simulation: ProbSweep_W10_P0.3_Rep3
2025-05-27 19:08:51,994 - sim.ProbSweep_W10_P0.3_Rep3 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 19:08:51,995 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:51,996 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,005 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=9, MaxR=4.58, Pheno={'G_SPECIALIST': 9, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,006 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=16, MaxR=6.00, Pheno={'G_SPECIALIST': 16, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,008 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=24, MaxR=6.93, Pheno={'G_SPECIALIST': 24, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,011 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=31, MaxR=8.66, Pheno={'G_SPECIALIST': 31, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,014 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=39, MaxR=10.82, Pheno={'G_SPECIALIST': 39, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,017 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=44, MaxR=11.36, Pheno={'G_SPECIALIST': 44, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,020 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=52, MaxR=11.36, Pheno={'G_SPECIALIST': 52, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,025 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=64, MaxR=11.36, Pheno={'G_SPECIALIST': 64, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,029 - sim.ProbSweep_W10_P0.3_Rep3 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=70
2025-05-27 19:08:52,030 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=10.00: Cells=70, MaxR=11.36, Pheno={'G_SPECIALIST': 70, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,035 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=11.00: Cells=84, MaxR=13.75, Pheno={'G_SPECIALIST': 84, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,041 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=12.00: Cells=92, MaxR=14.18, Pheno={'G_SPECIALIST': 92, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,049 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=13.00: Cells=110, MaxR=14.18, Pheno={'G_SPECIALIST': 110, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,057 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=14.00: Cells=123, MaxR=15.39, Pheno={'G_SPECIALIST': 123, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,066 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=15.00: Cells=141, MaxR=15.87, Pheno={'G_SPECIALIST': 141, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,077 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=16.00: Cells=167, MaxR=16.52, Pheno={'G_SPECIALIST': 167, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:08:52,089 - sim.ProbSweep_W10_P0.3_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=17.00: Cells=188, MaxR=17.58, Pheno={'G_SPECIALIST': 188, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
