2025-05-27 19:29:28,543 - sim.ProbSweep_W40_P0.4_Rep1 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ProbSweep_W40_P0.4_Rep1
2025-05-27 19:29:28,544 - sim.ProbSweep_W40_P0.4_Rep1 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 19:29:28,544 - sim.ProbSweep_W40_P0.4_Rep1 - INFO - simulation_engine:202 - Starting simulation: ProbSweep_W40_P0.4_Rep1
2025-05-27 19:29:28,545 - sim.ProbSweep_W40_P0.4_Rep1 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 19:29:28,545 - sim.ProbSweep_W40_P0.4_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:29:28,546 - sim.ProbSweep_W40_P0.4_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=7, MaxR=3.00, Pheno={'G_SPECIALIST': 7, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:29:28,555 - sim.ProbSweep_W40_P0.4_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=7, MaxR=3.00, Pheno={'G_SPECIALIST': 7, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:29:28,556 - sim.ProbSweep_W40_P0.4_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=9, MaxR=3.46, Pheno={'G_SPECIALIST': 9, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:29:28,557 - sim.ProbSweep_W40_P0.4_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=9, MaxR=3.46, Pheno={'G_SPECIALIST': 9, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:29:28,558 - sim.ProbSweep_W40_P0.4_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=14, MaxR=4.58, Pheno={'G_SPECIALIST': 14, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:29:28,560 - sim.ProbSweep_W40_P0.4_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=15, MaxR=4.58, Pheno={'G_SPECIALIST': 15, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:29:28,561 - sim.ProbSweep_W40_P0.4_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=22, MaxR=4.58, Pheno={'G_SPECIALIST': 22, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:29:28,564 - sim.ProbSweep_W40_P0.4_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=26, MaxR=6.00, Pheno={'G_SPECIALIST': 26, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:29:28,567 - sim.ProbSweep_W40_P0.4_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=35, MaxR=9.17, Pheno={'G_SPECIALIST': 35, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:29:28,569 - sim.ProbSweep_W40_P0.4_Rep1 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=43
