2025-05-27 18:58:54,603 - sim.ResponsiveLL_W80_Rep2 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ResponsiveLL_W80_Rep2
2025-05-27 18:58:54,604 - sim.ResponsiveLL_W80_Rep2 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 18:58:54,604 - sim.ResponsiveLL_W80_Rep2 - INFO - simulation_engine:202 - Starting simulation: ResponsiveLL_W80_Rep2
2025-05-27 18:58:54,604 - sim.ResponsiveLL_W80_Rep2 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 18:58:54,605 - sim.ResponsiveLL_W80_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:58:54,606 - sim.ResponsiveLL_W80_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:58:54,614 - sim.ResponsiveLL_W80_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=8, MaxR=3.00, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:58:54,616 - sim.ResponsiveLL_W80_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=11, MaxR=4.58, Pheno={'G_SPECIALIST': 11, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:58:54,617 - sim.ResponsiveLL_W80_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=12, MaxR=4.58, Pheno={'G_SPECIALIST': 12, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:58:54,619 - sim.ResponsiveLL_W80_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=20, MaxR=7.55, Pheno={'G_SPECIALIST': 20, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:58:54,621 - sim.ResponsiveLL_W80_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=26, MaxR=9.17, Pheno={'G_SPECIALIST': 26, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:58:54,623 - sim.ResponsiveLL_W80_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=31, MaxR=9.64, Pheno={'G_SPECIALIST': 31, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:58:54,626 - sim.ResponsiveLL_W80_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=39, MaxR=12.00, Pheno={'G_SPECIALIST': 39, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:58:54,629 - sim.ResponsiveLL_W80_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=42, MaxR=12.12, Pheno={'G_SPECIALIST': 42, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:58:54,631 - sim.ResponsiveLL_W80_Rep2 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=47
