2025-05-27 19:01:22,269 - sim.BetHedging0.5_W80_Rep3 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: BetHedging0.5_W80_Rep3
2025-05-27 19:01:22,271 - sim.BetHedging0.5_W80_Rep3 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 19:01:22,271 - sim.BetHedging0.5_W80_Rep3 - INFO - simulation_engine:202 - Starting simulation: BetHedging0.5_W80_Rep3
2025-05-27 19:01:22,272 - sim.BetHedging0.5_W80_Rep3 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 19:01:22,272 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,274 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=9, MaxR=3.46, Pheno={'G_SPECIALIST': 9, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,284 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=16, MaxR=6.00, Pheno={'G_SPECIALIST': 16, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,285 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=18, MaxR=6.00, Pheno={'G_SPECIALIST': 18, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,287 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=23, MaxR=6.24, Pheno={'G_SPECIALIST': 23, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,290 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=32, MaxR=7.55, Pheno={'G_SPECIALIST': 32, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,292 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=34, MaxR=7.55, Pheno={'G_SPECIALIST': 34, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,296 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=36, MaxR=7.55, Pheno={'G_SPECIALIST': 36, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,300 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=45, MaxR=9.00, Pheno={'G_SPECIALIST': 45, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,304 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=53, MaxR=9.64, Pheno={'G_SPECIALIST': 53, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,308 - sim.BetHedging0.5_W80_Rep3 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=64
2025-05-27 19:01:22,309 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=10.00: Cells=64, MaxR=9.64, Pheno={'G_SPECIALIST': 64, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,316 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=11.00: Cells=81, MaxR=11.36, Pheno={'G_SPECIALIST': 81, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,322 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=12.00: Cells=95, MaxR=12.49, Pheno={'G_SPECIALIST': 95, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,331 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=13.00: Cells=108, MaxR=14.18, Pheno={'G_SPECIALIST': 108, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,340 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=14.00: Cells=123, MaxR=14.18, Pheno={'G_SPECIALIST': 123, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,350 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=15.00: Cells=134, MaxR=15.39, Pheno={'G_SPECIALIST': 134, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,361 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=16.00: Cells=152, MaxR=17.06, Pheno={'G_SPECIALIST': 152, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,373 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=17.00: Cells=173, MaxR=17.58, Pheno={'G_SPECIALIST': 173, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,388 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=18.00: Cells=199, MaxR=19.29, Pheno={'G_SPECIALIST': 199, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,404 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=19.00: Cells=230, MaxR=19.29, Pheno={'G_SPECIALIST': 230, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,420 - sim.BetHedging0.5_W80_Rep3 - INFO - simulation_engine:218 - Progress: T=20.00, Cells=256
2025-05-27 19:01:22,423 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=20.00: Cells=262, MaxR=22.11, Pheno={'G_SPECIALIST': 262, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,443 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=21.00: Cells=281, MaxR=22.11, Pheno={'G_SPECIALIST': 281, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,464 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=22.00: Cells=314, MaxR=22.11, Pheno={'G_SPECIALIST': 314, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,488 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=23.00: Cells=338, MaxR=22.11, Pheno={'G_SPECIALIST': 338, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,514 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=24.00: Cells=362, MaxR=22.91, Pheno={'G_SPECIALIST': 362, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,541 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=25.00: Cells=386, MaxR=23.43, Pheno={'G_SPECIALIST': 386, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,569 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=26.00: Cells=414, MaxR=24.56, Pheno={'G_SPECIALIST': 414, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,600 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=27.00: Cells=443, MaxR=26.21, Pheno={'G_SPECIALIST': 443, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,633 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=28.00: Cells=468, MaxR=27.87, Pheno={'G_SPECIALIST': 468, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,669 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=29.00: Cells=491, MaxR=27.87, Pheno={'G_SPECIALIST': 491, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,699 - sim.BetHedging0.5_W80_Rep3 - INFO - simulation_engine:218 - Progress: T=30.00, Cells=517
2025-05-27 19:01:22,706 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=30.00: Cells=521, MaxR=27.87, Pheno={'G_SPECIALIST': 521, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,743 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=31.00: Cells=538, MaxR=28.35, Pheno={'G_SPECIALIST': 538, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,783 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=32.00: Cells=569, MaxR=29.14, Pheno={'G_SPECIALIST': 569, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,825 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=33.00: Cells=603, MaxR=29.14, Pheno={'G_SPECIALIST': 603, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,873 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=34.00: Cells=649, MaxR=31.61, Pheno={'G_SPECIALIST': 649, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,925 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=35.00: Cells=686, MaxR=33.41, Pheno={'G_SPECIALIST': 686, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:22,975 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=36.00: Cells=713, MaxR=33.72, Pheno={'G_SPECIALIST': 713, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:23,032 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=37.00: Cells=744, MaxR=34.60, Pheno={'G_SPECIALIST': 744, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:23,088 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=38.00: Cells=787, MaxR=36.17, Pheno={'G_SPECIALIST': 787, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:23,151 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=39.00: Cells=820, MaxR=36.17, Pheno={'G_SPECIALIST': 820, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:23,206 - sim.BetHedging0.5_W80_Rep3 - INFO - simulation_engine:218 - Progress: T=40.00, Cells=858
2025-05-27 19:01:23,217 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=40.00: Cells=861, MaxR=36.17, Pheno={'G_SPECIALIST': 861, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:23,288 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=41.00: Cells=904, MaxR=36.17, Pheno={'G_SPECIALIST': 904, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:23,352 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=42.00: Cells=956, MaxR=36.37, Pheno={'G_SPECIALIST': 956, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:23,423 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=43.00: Cells=1000, MaxR=36.37, Pheno={'G_SPECIALIST': 1000, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:23,496 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=44.00: Cells=1037, MaxR=37.47, Pheno={'G_SPECIALIST': 1037, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:23,570 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=45.00: Cells=1082, MaxR=37.75, Pheno={'G_SPECIALIST': 1082, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:23,648 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=46.00: Cells=1126, MaxR=37.75, Pheno={'G_SPECIALIST': 1126, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:23,729 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=47.00: Cells=1165, MaxR=39.00, Pheno={'G_SPECIALIST': 1165, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:23,815 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=48.00: Cells=1215, MaxR=39.23, Pheno={'G_SPECIALIST': 1215, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:01:23,903 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=49.00: Cells=1245, MaxR=40.73, Pheno={'G_SPECIALIST': 1244, 'SWITCHING_GL': 1, 'L_SPECIALIST': 0}
2025-05-27 19:01:23,980 - sim.BetHedging0.5_W80_Rep3 - INFO - simulation_engine:218 - Progress: T=50.00, Cells=1295
2025-05-27 19:01:23,996 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=50.00: Cells=1300, MaxR=40.73, Pheno={'G_SPECIALIST': 1298, 'SWITCHING_GL': 2, 'L_SPECIALIST': 0}
2025-05-27 19:01:24,090 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=51.00: Cells=1344, MaxR=41.57, Pheno={'G_SPECIALIST': 1341, 'SWITCHING_GL': 3, 'L_SPECIALIST': 0}
2025-05-27 19:01:24,191 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=52.00: Cells=1406, MaxR=41.57, Pheno={'G_SPECIALIST': 1400, 'SWITCHING_GL': 6, 'L_SPECIALIST': 0}
2025-05-27 19:01:24,291 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=53.00: Cells=1452, MaxR=41.57, Pheno={'G_SPECIALIST': 1442, 'SWITCHING_GL': 10, 'L_SPECIALIST': 0}
2025-05-27 19:01:24,396 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=54.00: Cells=1500, MaxR=41.61, Pheno={'G_SPECIALIST': 1482, 'L_SPECIALIST': 1, 'SWITCHING_GL': 17}
2025-05-27 19:01:24,503 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=55.00: Cells=1534, MaxR=41.61, Pheno={'G_SPECIALIST': 1511, 'L_SPECIALIST': 2, 'SWITCHING_GL': 21}
2025-05-27 19:01:24,611 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=56.00: Cells=1577, MaxR=41.61, Pheno={'G_SPECIALIST': 1545, 'L_SPECIALIST': 2, 'SWITCHING_GL': 30}
2025-05-27 19:01:24,725 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=57.00: Cells=1611, MaxR=41.68, Pheno={'G_SPECIALIST': 1577, 'L_SPECIALIST': 2, 'SWITCHING_GL': 32}
2025-05-27 19:01:24,842 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=58.00: Cells=1660, MaxR=42.46, Pheno={'G_SPECIALIST': 1617, 'L_SPECIALIST': 6, 'SWITCHING_GL': 37}
2025-05-27 19:01:24,959 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=59.00: Cells=1694, MaxR=42.46, Pheno={'G_SPECIALIST': 1647, 'L_SPECIALIST': 12, 'SWITCHING_GL': 35}
2025-05-27 19:01:25,061 - sim.BetHedging0.5_W80_Rep3 - INFO - simulation_engine:218 - Progress: T=60.00, Cells=1726
2025-05-27 19:01:25,082 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=60.00: Cells=1729, MaxR=42.46, Pheno={'G_SPECIALIST': 1675, 'L_SPECIALIST': 16, 'SWITCHING_GL': 38}
2025-05-27 19:01:25,207 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=61.00: Cells=1773, MaxR=43.09, Pheno={'G_SPECIALIST': 1707, 'L_SPECIALIST': 23, 'SWITCHING_GL': 43}
2025-05-27 19:01:25,334 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=62.00: Cells=1809, MaxR=43.09, Pheno={'G_SPECIALIST': 1738, 'L_SPECIALIST': 24, 'SWITCHING_GL': 47}
2025-05-27 19:01:25,462 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=63.00: Cells=1847, MaxR=43.09, Pheno={'G_SPECIALIST': 1765, 'L_SPECIALIST': 31, 'SWITCHING_GL': 51}
2025-05-27 19:01:25,592 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=64.00: Cells=1881, MaxR=43.27, Pheno={'G_SPECIALIST': 1793, 'L_SPECIALIST': 34, 'SWITCHING_GL': 54}
2025-05-27 19:01:25,726 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=65.00: Cells=1918, MaxR=43.92, Pheno={'G_SPECIALIST': 1814, 'L_SPECIALIST': 39, 'SWITCHING_GL': 65}
2025-05-27 19:01:25,862 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=66.00: Cells=1939, MaxR=43.92, Pheno={'G_SPECIALIST': 1828, 'L_SPECIALIST': 45, 'SWITCHING_GL': 66}
2025-05-27 19:01:25,997 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=67.00: Cells=1960, MaxR=43.92, Pheno={'G_SPECIALIST': 1842, 'L_SPECIALIST': 54, 'SWITCHING_GL': 64}
2025-05-27 19:01:26,135 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=68.00: Cells=1987, MaxR=43.92, Pheno={'G_SPECIALIST': 1860, 'L_SPECIALIST': 62, 'SWITCHING_GL': 65}
2025-05-27 19:01:26,277 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=69.00: Cells=2013, MaxR=45.92, Pheno={'G_SPECIALIST': 1867, 'L_SPECIALIST': 74, 'SWITCHING_GL': 72}
2025-05-27 19:01:26,396 - sim.BetHedging0.5_W80_Rep3 - INFO - simulation_engine:218 - Progress: T=70.00, Cells=2031
2025-05-27 19:01:26,420 - sim.BetHedging0.5_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=70.00: Cells=2033, MaxR=45.92, Pheno={'G_SPECIALIST': 1879, 'L_SPECIALIST': 88, 'SWITCHING_GL': 66}
