time,total_cell_count,avg_radial_distance,max_radial_distance,min_radial_distance,std_dev_radial_distance,median_radial_distance,phenotype_counts_G_SPECIALIST,phenotype_counts_L_SPECIALIST,phenotype_counts_SWITCHING_GL,frontier_lag_G_to_L_count_at_transition_nutrient,frontier_lag_G_to_L_remaining_lag_times_at_transition,frontier_lag_G_to_L_avg_remaining_lag_at_transition,frontier_lag_G_to_L_inherent_T_lags_GL_at_transition,frontier_lag_G_to_L_avg_inherent_T_lag_at_transition,frontier_traits_count_frontier_cells,frontier_traits_frontier_inherent_growth_rates_G,frontier_traits_avg_frontier_growth_rate_G,frontier_traits_frontier_inherent_T_lags_GL,frontier_traits_avg_frontier_T_lag_GL
0.0,5,1.3856406460551018,1.7320508075688772,0.0,0.6928203230275508,1.7320508075688772,5,0,0,0,[],0.0,[],0.0,4,"[0.1, 0.1, 0.5, 0.1]",0.19999999999999998,"[5.0, 5.0, 21.0, 5.0]",9.0
0.9999999999999999,9,2.013817294775793,3.4641016151377544,0.0,0.9718744277229981,1.7320508075688772,9,0,0,0,[],0.0,[],0.0,1,[0.5],0.5,[21.0],21.0
2.0000000000000004,16,2.7104490866113977,6.0,0.0,1.3568219296899053,3.0,16,0,0,0,[],0.0,[],0.0,1,[0.1],0.1,[5.0],5.0
3.0000000000000013,18,2.890413301312597,6.0,0.0,1.4067140011134265,3.0,18,0,0,0,[],0.0,[],0.0,1,[0.1],0.1,[5.0],5.0
4.000000000000002,23,3.3572311708521436,6.244997998398398,0.0,1.5571291017034483,3.4641016151377544,23,0,0,0,[],0.0,[],0.0,2,"[0.1, 0.1]",0.1,"[5.0, 5.0]",5.0
4.999999999999998,32,3.9776122319929947,7.54983443527075,0.0,1.8175810661149912,4.023338655046797,32,0,0,0,[],0.0,[],0.0,3,"[0.1, 0.5, 0.5]",0.3666666666666667,"[5.0, 21.0, 21.0]",15.666666666666666
5.999999999999995,34,4.031244692395244,7.54983443527075,0.0,1.777872587087592,4.58257569495584,34,0,0,0,[],0.0,[],0.0,3,"[0.1, 0.5, 0.5]",0.3666666666666667,"[5.0, 21.0, 21.0]",15.666666666666666
6.999999999999991,36,4.125096387848426,7.54983443527075,0.0,1.7748933651424068,4.58257569495584,36,0,0,0,[],0.0,[],0.0,3,"[0.1, 0.5, 0.5]",0.3666666666666667,"[5.0, 21.0, 21.0]",15.666666666666666
7.999999999999988,45,4.549717434482651,9.0,0.0,2.04125890886758,4.58257569495584,45,0,0,0,[],0.0,[],0.0,2,"[0.5, 0.5]",0.5,"[21.0, 21.0]",21.0
8.999999999999984,53,4.900231507122707,9.643650760992955,0.0,2.2035552420812605,4.58257569495584,53,0,0,0,[],0.0,[],0.0,4,"[0.5, 0.5, 0.5, 0.1]",0.4,"[21.0, 21.0, 21.0, 5.0]",17.0
9.99999999999998,64,5.29205748195692,9.643650760992955,0.0,2.26599925147026,5.196152422706632,64,0,0,0,[],0.0,[],0.0,6,"[0.5, 0.5, 0.5, 0.1, 0.1, 0.5]",0.3666666666666667,"[21.0, 21.0, 21.0, 5.0, 5.0, 21.0]",15.666666666666666
10.999999999999977,81,5.983119757838944,11.357816691600547,0.0,2.5637176782414275,6.244997998398398,81,0,0,0,[],0.0,[],0.0,5,"[0.1, 0.5, 0.1, 0.5, 0.1]",0.26,"[5.0, 21.0, 5.0, 21.0, 5.0]",11.4
11.999999999999973,95,6.368073334394846,12.489995996796797,0.0,2.640825211414608,6.244997998398398,95,0,0,0,[],0.0,[],0.0,2,"[0.1, 0.1]",0.1,"[5.0, 5.0]",5.0
12.99999999999997,108,6.864455169036942,14.177446878757824,0.0,2.880264206448548,6.928203230275509,108,0,0,0,[],0.0,[],0.0,1,[0.1],0.1,[5.0],5.0
13.999999999999966,123,7.30697230393581,14.177446878757825,0.0,3.060106748218208,7.549834435270749,123,0,0,0,[],0.0,[],0.0,3,"[0.1, 0.1, 0.5]",0.2333333333333333,"[5.0, 5.0, 21.0]",10.333333333333334
14.999999999999963,134,7.626424422446043,15.394804318340652,0.0,3.205924053401958,7.54983443527075,134,0,0,0,[],0.0,[],0.0,5,"[0.1, 0.5, 0.5, 0.5, 0.1]",0.34,"[5.0, 21.0, 21.0, 21.0, 5.0]",14.6
15.99999999999996,152,8.141052258540208,17.05872210923198,0.0,3.4980603223006628,7.937253933193771,152,0,0,0,[],0.0,[],0.0,4,"[0.5, 0.5, 0.1, 0.1]",0.30000000000000004,"[21.0, 21.0, 5.0, 5.0]",13.0
16.99999999999997,173,8.642944514849985,17.578395831246947,0.0,3.6500180137237397,8.660254037844387,173,0,0,0,[],0.0,[],0.0,3,"[0.1, 0.1, 0.5]",0.2333333333333333,"[5.0, 5.0, 21.0]",10.333333333333334
17.999999999999986,199,9.2445668087647,19.28730152198591,0.0,3.8769120224534146,9.16515138991168,199,0,0,0,[],0.0,[],0.0,2,"[0.1, 0.5]",0.3,"[5.0, 21.0]",13.0
19.0,230,9.779263464464766,19.28730152198591,0.0,3.9859434545687407,9.643650760992955,230,0,0,0,[],0.0,[],0.0,5,"[0.1, 0.5, 0.5, 0.5, 0.5]",0.42000000000000004,"[5.0, 21.0, 21.0, 21.0, 21.0]",17.8
20.000000000000014,262,10.49631622217985,22.11334438749598,0.0,4.353538786145979,10.535653752852738,262,0,0,0,[],0.0,[],0.0,4,"[0.5, 0.5, 0.1, 0.1]",0.30000000000000004,"[21.0, 21.0, 5.0, 5.0]",13.0
21.00000000000003,281,10.851070084055669,22.11334438749598,0.0,4.485029319338385,10.816653826391969,281,0,0,0,[],0.0,[],0.0,6,"[0.5, 0.5, 0.1, 0.1, 0.5, 0.1]",0.30000000000000004,"[21.0, 21.0, 5.0, 5.0, 21.0, 5.0]",13.0
22.000000000000043,314,11.481386114937612,22.11334438749598,0.0,4.722834044802933,11.357816691600547,314,0,0,0,[],0.0,[],0.0,11,"[0.5, 0.5, 0.1, 0.1, 0.5, 0.1, 0.5, 0.1, 0.1, 0.1, 0.1]",0.24545454545454548,"[21.0, 21.0, 5.0, 5.0, 21.0, 5.0, 21.0, 5.0, 5.0, 5.0, 5.0]",10.818181818181818
23.000000000000057,338,11.909860034648293,22.11334438749598,0.0,4.869743889848878,12.12435565298214,338,0,0,0,[],0.0,[],0.0,18,"[0.5, 0.5, 0.1, 0.5, 0.1, 0.5, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.5, 0.5, 0.1, 0.5, 0.5, 0.1]",0.2777777777777778,"[21.0, 21.0, 5.0, 21.0, 5.0, 21.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 21.0, 21.0, 5.0, 21.0, 21.0, 5.0]",12.11111111111111
24.00000000000007,362,12.273796326137829,22.912878474779195,0.0,4.976219802570123,12.12435565298214,362,0,0,0,[],0.0,[],0.0,15,"[0.5, 0.1, 0.5, 0.1, 0.1, 0.5, 0.1, 0.5, 0.5, 0.1, 0.1, 0.5, 0.5, 0.5, 0.1]",0.3133333333333333,"[21.0, 5.0, 21.0, 5.0, 5.0, 21.0, 5.0, 21.0, 21.0, 5.0, 5.0, 21.0, 21.0, 21.0, 5.0]",13.533333333333333
25.000000000000085,386,12.621576194245373,23.430749027719962,0.0,5.059640249126284,12.489995996796797,386,0,0,0,[],0.0,[],0.0,9,"[0.1, 0.1, 0.5, 0.5, 0.5, 0.5, 0.1, 0.1, 0.5]",0.3222222222222222,"[5.0, 5.0, 21.0, 21.0, 21.0, 21.0, 5.0, 5.0, 21.0]",13.88888888888889
26.0000000000001,414,13.041056118227301,24.55605831561735,0.0,5.197866085518694,13.30222304454535,414,0,0,0,[],0.0,[],0.0,11,"[0.1, 0.1, 0.5, 0.5, 0.1, 0.1, 0.5, 0.5, 0.5, 0.5, 0.1]",0.3181818181818182,"[5.0, 5.0, 21.0, 21.0, 5.0, 5.0, 21.0, 21.0, 21.0, 21.0, 5.0]",13.727272727272727
27.000000000000114,443,13.481644141003882,26.210684844162312,0.0,5.390539151036484,13.747727084867519,443,0,0,0,[],0.0,[],0.0,8,"[0.1, 0.5, 0.5, 0.1, 0.5, 0.1, 0.5, 0.5]",0.35,"[5.0, 21.0, 21.0, 5.0, 21.0, 5.0, 21.0, 21.0]",15.0
28.000000000000128,468,13.898767132097007,27.874719729532703,0.0,5.582473985383494,13.856406460551018,468,0,0,0,[],0.0,[],0.0,4,"[0.5, 0.1, 0.1, 0.1]",0.19999999999999998,"[21.0, 5.0, 5.0, 5.0]",9.0
29.000000000000142,491,14.199951679333104,27.874719729532703,0.0,5.682257698222085,14.177446878757825,491,0,0,0,[],0.0,[],0.0,6,"[0.5, 0.1, 0.1, 0.1, 0.1, 0.1]",0.16666666666666666,"[21.0, 5.0, 5.0, 5.0, 5.0, 5.0]",7.666666666666667
30.000000000000156,521,14.624305359973958,27.874719729532703,0.0,5.8669787266796725,14.798648586948742,521,0,0,0,[],0.0,[],0.0,13,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.5, 0.5, 0.1, 0.5, 0.1, 0.5]",0.22307692307692312,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 21.0, 21.0, 5.0, 21.0, 5.0, 21.0]",9.923076923076923
31.00000000000017,538,14.849334817772924,28.35489375751565,0.0,5.9385833494446505,15.099668870541498,538,0,0,0,[],0.0,[],0.0,10,"[0.1, 0.1, 0.1, 0.5, 0.5, 0.1, 0.5, 0.1, 0.5, 0.1]",0.26,"[5.0, 5.0, 5.0, 21.0, 21.0, 5.0, 21.0, 5.0, 21.0, 5.0]",11.4
32.000000000000185,569,15.223952976519453,29.13760456866693,0.0,6.056933242408664,15.394804318340652,569,0,0,0,[],0.0,[],0.0,11,"[0.1, 0.1, 0.5, 0.1, 0.5, 0.5, 0.1, 0.1, 0.1, 0.1, 0.5]",0.24545454545454548,"[5.0, 5.0, 21.0, 5.0, 21.0, 21.0, 5.0, 5.0, 5.0, 5.0, 21.0]",10.818181818181818
33.0000000000002,603,15.561250559583964,29.13760456866693,0.0,6.095159030649849,15.874507866387543,603,0,0,0,[],0.0,[],0.0,11,"[0.1, 0.1, 0.5, 0.1, 0.5, 0.5, 0.1, 0.1, 0.1, 0.1, 0.5]",0.24545454545454548,"[5.0, 5.0, 21.0, 5.0, 21.0, 21.0, 5.0, 5.0, 5.0, 5.0, 21.0]",10.818181818181818
34.00000000000021,649,16.155364962771536,31.606961258558215,0.0,6.371004559595786,16.522711641858304,649,0,0,0,[],0.0,[],0.0,9,"[0.1, 0.1, 0.1, 0.1, 0.5, 0.5, 0.5, 0.1, 0.1]",0.23333333333333334,"[5.0, 5.0, 5.0, 5.0, 21.0, 21.0, 21.0, 5.0, 5.0]",10.333333333333334
35.00000000000023,686,16.588653014973374,33.406586176980134,0.0,6.537086565879789,16.703293088490067,686,0,0,0,[],0.0,[],0.0,6,"[0.1, 0.5, 0.1, 0.1, 0.5, 0.1]",0.2333333333333333,"[5.0, 21.0, 5.0, 5.0, 21.0, 5.0]",10.333333333333334
