2025-05-27 18:35:34,129 - sim.ResponsiveLL_W5_Rep2 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ResponsiveLL_W5_Rep2
2025-05-27 18:35:34,130 - sim.ResponsiveLL_W5_Rep2 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 18:35:34,131 - sim.ResponsiveLL_W5_Rep2 - INFO - simulation_engine:202 - Starting simulation: ResponsiveLL_W5_Rep2
2025-05-27 18:35:34,131 - sim.ResponsiveLL_W5_Rep2 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 18:35:34,132 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,134 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=6, MaxR=3.00, Pheno={'G_SPECIALIST': 6, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,136 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=8, MaxR=3.00, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,137 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=12, MaxR=4.58, Pheno={'G_SPECIALIST': 12, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,140 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=19, MaxR=6.24, Pheno={'G_SPECIALIST': 19, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,144 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=25, MaxR=7.94, Pheno={'G_SPECIALIST': 25, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,148 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=30, MaxR=9.64, Pheno={'G_SPECIALIST': 30, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,153 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=35, MaxR=11.36, Pheno={'G_SPECIALIST': 35, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,157 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=42, MaxR=11.36, Pheno={'G_SPECIALIST': 42, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,162 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=49, MaxR=11.36, Pheno={'G_SPECIALIST': 49, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,166 - sim.ResponsiveLL_W5_Rep2 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=53
2025-05-27 18:35:34,168 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=10.00: Cells=53, MaxR=11.36, Pheno={'G_SPECIALIST': 53, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,174 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=11.00: Cells=60, MaxR=13.08, Pheno={'G_SPECIALIST': 60, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,182 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=12.00: Cells=79, MaxR=13.08, Pheno={'G_SPECIALIST': 79, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,188 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=13.00: Cells=86, MaxR=13.08, Pheno={'G_SPECIALIST': 86, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,195 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=14.00: Cells=95, MaxR=13.08, Pheno={'G_SPECIALIST': 95, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,203 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=15.00: Cells=107, MaxR=13.53, Pheno={'G_SPECIALIST': 107, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,213 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=16.00: Cells=118, MaxR=13.53, Pheno={'G_SPECIALIST': 118, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,223 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=17.00: Cells=128, MaxR=14.80, Pheno={'G_SPECIALIST': 128, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,232 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=18.00: Cells=138, MaxR=15.59, Pheno={'G_SPECIALIST': 138, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,244 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=19.00: Cells=151, MaxR=16.52, Pheno={'G_SPECIALIST': 151, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,253 - sim.ResponsiveLL_W5_Rep2 - INFO - simulation_engine:218 - Progress: T=20.00, Cells=167
2025-05-27 18:35:34,256 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=20.00: Cells=169, MaxR=17.06, Pheno={'G_SPECIALIST': 169, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,268 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=21.00: Cells=181, MaxR=17.32, Pheno={'G_SPECIALIST': 181, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,280 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=22.00: Cells=197, MaxR=17.58, Pheno={'G_SPECIALIST': 197, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,294 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=23.00: Cells=222, MaxR=18.00, Pheno={'G_SPECIALIST': 222, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,311 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=24.00: Cells=240, MaxR=18.25, Pheno={'G_SPECIALIST': 240, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,327 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=25.00: Cells=259, MaxR=19.29, Pheno={'G_SPECIALIST': 259, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,347 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=26.00: Cells=288, MaxR=22.72, Pheno={'G_SPECIALIST': 288, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,368 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=27.00: Cells=313, MaxR=22.72, Pheno={'G_SPECIALIST': 313, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,390 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=28.00: Cells=343, MaxR=22.91, Pheno={'G_SPECIALIST': 343, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,417 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=29.00: Cells=377, MaxR=24.56, Pheno={'G_SPECIALIST': 377, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,444 - sim.ResponsiveLL_W5_Rep2 - INFO - simulation_engine:218 - Progress: T=30.00, Cells=406
2025-05-27 18:35:34,449 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=30.00: Cells=408, MaxR=24.98, Pheno={'G_SPECIALIST': 408, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,486 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=31.00: Cells=437, MaxR=24.98, Pheno={'G_SPECIALIST': 437, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,528 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=32.00: Cells=458, MaxR=25.16, Pheno={'G_SPECIALIST': 458, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,567 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=33.00: Cells=483, MaxR=25.87, Pheno={'G_SPECIALIST': 483, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,603 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=34.00: Cells=495, MaxR=25.87, Pheno={'G_SPECIALIST': 495, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,646 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=35.00: Cells=532, MaxR=27.71, Pheno={'G_SPECIALIST': 532, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,689 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=36.00: Cells=559, MaxR=29.14, Pheno={'G_SPECIALIST': 559, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,737 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=37.00: Cells=593, MaxR=30.64, Pheno={'G_SPECIALIST': 593, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,783 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=38.00: Cells=616, MaxR=31.32, Pheno={'G_SPECIALIST': 616, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,832 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=39.00: Cells=647, MaxR=32.36, Pheno={'G_SPECIALIST': 647, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,879 - sim.ResponsiveLL_W5_Rep2 - INFO - simulation_engine:218 - Progress: T=40.00, Cells=677
2025-05-27 18:35:34,888 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=40.00: Cells=679, MaxR=35.16, Pheno={'G_SPECIALIST': 679, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,934 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=41.00: Cells=721, MaxR=35.16, Pheno={'G_SPECIALIST': 721, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:34,987 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=42.00: Cells=766, MaxR=36.86, Pheno={'G_SPECIALIST': 766, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:35:35,059 - sim.ResponsiveLL_W5_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=43.00: Cells=805, MaxR=36.86, Pheno={'G_SPECIALIST': 805, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
