2025-05-27 18:34:47,894 - sim.ResponsiveLL_W5_Rep1 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ResponsiveLL_W5_Rep1
2025-05-27 18:34:47,895 - sim.ResponsiveLL_W5_Rep1 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 18:34:47,895 - sim.ResponsiveLL_W5_Rep1 - INFO - simulation_engine:202 - Starting simulation: ResponsiveLL_W5_Rep1
2025-05-27 18:34:47,896 - sim.ResponsiveLL_W5_Rep1 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 18:34:47,897 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,899 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=6, MaxR=3.00, Pheno={'G_SPECIALIST': 6, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,900 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=7, MaxR=3.00, Pheno={'G_SPECIALIST': 7, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,902 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=12, MaxR=3.46, Pheno={'G_SPECIALIST': 12, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,904 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=16, MaxR=4.58, Pheno={'G_SPECIALIST': 16, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,906 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=20, MaxR=7.55, Pheno={'G_SPECIALIST': 20, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,908 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=26, MaxR=7.55, Pheno={'G_SPECIALIST': 26, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,911 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=31, MaxR=9.17, Pheno={'G_SPECIALIST': 31, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,915 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=39, MaxR=9.17, Pheno={'G_SPECIALIST': 39, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,919 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=41, MaxR=9.64, Pheno={'G_SPECIALIST': 41, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,922 - sim.ResponsiveLL_W5_Rep1 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=45
2025-05-27 18:34:47,923 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=10.00: Cells=45, MaxR=9.64, Pheno={'G_SPECIALIST': 45, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,927 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=11.00: Cells=58, MaxR=10.82, Pheno={'G_SPECIALIST': 58, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,932 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=12.00: Cells=62, MaxR=10.82, Pheno={'G_SPECIALIST': 62, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,937 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=13.00: Cells=69, MaxR=10.82, Pheno={'G_SPECIALIST': 69, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,943 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=14.00: Cells=78, MaxR=12.12, Pheno={'G_SPECIALIST': 78, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,949 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=15.00: Cells=88, MaxR=12.49, Pheno={'G_SPECIALIST': 88, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,957 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=16.00: Cells=96, MaxR=12.49, Pheno={'G_SPECIALIST': 96, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,965 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=17.00: Cells=109, MaxR=14.80, Pheno={'G_SPECIALIST': 109, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,974 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=18.00: Cells=126, MaxR=15.59, Pheno={'G_SPECIALIST': 126, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,987 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=19.00: Cells=140, MaxR=15.59, Pheno={'G_SPECIALIST': 140, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:47,995 - sim.ResponsiveLL_W5_Rep1 - INFO - simulation_engine:218 - Progress: T=20.00, Cells=155
2025-05-27 18:34:47,997 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=20.00: Cells=155, MaxR=15.87, Pheno={'G_SPECIALIST': 155, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:48,012 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=21.00: Cells=170, MaxR=17.06, Pheno={'G_SPECIALIST': 170, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:48,024 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=22.00: Cells=195, MaxR=17.06, Pheno={'G_SPECIALIST': 195, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:34:48,040 - sim.ResponsiveLL_W5_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=23.00: Cells=215, MaxR=19.05, Pheno={'G_SPECIALIST': 215, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
