2025-05-27 18:45:31,707 - sim.ResponsiveHG_W20_Rep2 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ResponsiveHG_W20_Rep2
2025-05-27 18:45:31,708 - sim.ResponsiveHG_W20_Rep2 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 18:45:31,708 - sim.ResponsiveHG_W20_Rep2 - INFO - simulation_engine:202 - Starting simulation: ResponsiveHG_W20_Rep2
2025-05-27 18:45:31,708 - sim.ResponsiveHG_W20_Rep2 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 18:45:31,709 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,065 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=31.00: Cells=458, MaxR=27.87, Pheno={'G_SPECIALIST': 458, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,098 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=32.00: Cells=493, MaxR=28.93, Pheno={'G_SPECIALIST': 493, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,135 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=33.00: Cells=522, MaxR=28.93, Pheno={'G_SPECIALIST': 522, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,172 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=34.00: Cells=553, MaxR=30.64, Pheno={'G_SPECIALIST': 553, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,211 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=35.00: Cells=589, MaxR=31.75, Pheno={'G_SPECIALIST': 589, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,250 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=36.00: Cells=624, MaxR=32.08, Pheno={'G_SPECIALIST': 624, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,299 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=37.00: Cells=651, MaxR=33.81, Pheno={'G_SPECIALIST': 651, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,345 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=38.00: Cells=690, MaxR=33.81, Pheno={'G_SPECIALIST': 690, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,393 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=39.00: Cells=720, MaxR=34.64, Pheno={'G_SPECIALIST': 720, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,433 - sim.ResponsiveHG_W20_Rep2 - INFO - simulation_engine:218 - Progress: T=40.00, Cells=753
2025-05-27 18:45:32,442 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=40.00: Cells=758, MaxR=35.54, Pheno={'G_SPECIALIST': 758, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,494 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=41.00: Cells=800, MaxR=35.54, Pheno={'G_SPECIALIST': 800, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,546 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=42.00: Cells=838, MaxR=36.50, Pheno={'G_SPECIALIST': 838, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,601 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=43.00: Cells=877, MaxR=36.50, Pheno={'G_SPECIALIST': 877, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,662 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=44.00: Cells=930, MaxR=37.51, Pheno={'G_SPECIALIST': 930, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,730 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=45.00: Cells=983, MaxR=39.00, Pheno={'G_SPECIALIST': 983, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,820 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=46.00: Cells=1032, MaxR=39.95, Pheno={'G_SPECIALIST': 1032, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:45:32,905 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=47.00: Cells=1092, MaxR=40.73, Pheno={'G_SPECIALIST': 1090, 'SWITCHING_GL': 2, 'L_SPECIALIST': 0}
2025-05-27 18:45:32,985 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=48.00: Cells=1149, MaxR=40.95, Pheno={'G_SPECIALIST': 1146, 'SWITCHING_GL': 3, 'L_SPECIALIST': 0}
2025-05-27 18:45:33,065 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=49.00: Cells=1199, MaxR=41.68, Pheno={'G_SPECIALIST': 1195, 'SWITCHING_GL': 4, 'L_SPECIALIST': 0}
2025-05-27 18:45:33,139 - sim.ResponsiveHG_W20_Rep2 - INFO - simulation_engine:218 - Progress: T=50.00, Cells=1231
2025-05-27 18:45:33,153 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=50.00: Cells=1233, MaxR=41.68, Pheno={'G_SPECIALIST': 1229, 'SWITCHING_GL': 4, 'L_SPECIALIST': 0}
2025-05-27 18:45:33,240 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=51.00: Cells=1280, MaxR=41.68, Pheno={'G_SPECIALIST': 1274, 'SWITCHING_GL': 6, 'L_SPECIALIST': 0}
2025-05-27 18:45:33,324 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=52.00: Cells=1324, MaxR=41.68, Pheno={'G_SPECIALIST': 1317, 'SWITCHING_GL': 7, 'L_SPECIALIST': 0}
2025-05-27 18:45:33,414 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=53.00: Cells=1376, MaxR=41.68, Pheno={'G_SPECIALIST': 1366, 'SWITCHING_GL': 10, 'L_SPECIALIST': 0}
2025-05-27 18:45:33,509 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=54.00: Cells=1414, MaxR=41.68, Pheno={'G_SPECIALIST': 1404, 'SWITCHING_GL': 9, 'L_SPECIALIST': 1}
2025-05-27 18:45:33,603 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=55.00: Cells=1479, MaxR=41.68, Pheno={'G_SPECIALIST': 1463, 'SWITCHING_GL': 15, 'L_SPECIALIST': 1}
2025-05-27 18:45:33,703 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=56.00: Cells=1538, MaxR=41.68, Pheno={'G_SPECIALIST': 1521, 'SWITCHING_GL': 14, 'L_SPECIALIST': 3}
2025-05-27 18:45:33,805 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=57.00: Cells=1578, MaxR=41.68, Pheno={'G_SPECIALIST': 1558, 'SWITCHING_GL': 17, 'L_SPECIALIST': 3}
2025-05-27 18:45:33,910 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=58.00: Cells=1619, MaxR=41.68, Pheno={'G_SPECIALIST': 1596, 'SWITCHING_GL': 19, 'L_SPECIALIST': 4}
2025-05-27 18:45:34,017 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=59.00: Cells=1654, MaxR=44.40, Pheno={'G_SPECIALIST': 1623, 'SWITCHING_GL': 25, 'L_SPECIALIST': 6}
2025-05-27 18:45:34,108 - sim.ResponsiveHG_W20_Rep2 - INFO - simulation_engine:218 - Progress: T=60.00, Cells=1686
2025-05-27 18:45:34,127 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=60.00: Cells=1692, MaxR=44.40, Pheno={'G_SPECIALIST': 1654, 'SWITCHING_GL': 28, 'L_SPECIALIST': 10}
2025-05-27 18:45:34,254 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=61.00: Cells=1747, MaxR=44.40, Pheno={'G_SPECIALIST': 1690, 'SWITCHING_GL': 47, 'L_SPECIALIST': 10}
2025-05-27 18:45:34,374 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=62.00: Cells=1799, MaxR=44.40, Pheno={'G_SPECIALIST': 1731, 'SWITCHING_GL': 56, 'L_SPECIALIST': 12}
2025-05-27 18:45:34,502 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=63.00: Cells=1833, MaxR=44.40, Pheno={'G_SPECIALIST': 1752, 'SWITCHING_GL': 66, 'L_SPECIALIST': 15}
2025-05-27 18:45:34,625 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=64.00: Cells=1871, MaxR=44.40, Pheno={'G_SPECIALIST': 1784, 'SWITCHING_GL': 67, 'L_SPECIALIST': 20}
2025-05-27 18:45:34,748 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=65.00: Cells=1900, MaxR=44.40, Pheno={'G_SPECIALIST': 1804, 'SWITCHING_GL': 71, 'L_SPECIALIST': 25}
2025-05-27 18:45:34,873 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=66.00: Cells=1918, MaxR=44.40, Pheno={'G_SPECIALIST': 1816, 'SWITCHING_GL': 63, 'L_SPECIALIST': 39}
2025-05-27 18:45:35,011 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=67.00: Cells=1948, MaxR=44.40, Pheno={'G_SPECIALIST': 1838, 'SWITCHING_GL': 61, 'L_SPECIALIST': 49}
2025-05-27 18:45:35,154 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=68.00: Cells=1974, MaxR=44.40, Pheno={'G_SPECIALIST': 1856, 'L_SPECIALIST': 61, 'SWITCHING_GL': 57}
2025-05-27 18:45:35,290 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=69.00: Cells=2002, MaxR=44.40, Pheno={'G_SPECIALIST': 1874, 'L_SPECIALIST': 72, 'SWITCHING_GL': 56}
2025-05-27 18:45:35,398 - sim.ResponsiveHG_W20_Rep2 - INFO - simulation_engine:218 - Progress: T=70.00, Cells=2017
2025-05-27 18:45:35,420 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=70.00: Cells=2018, MaxR=44.40, Pheno={'G_SPECIALIST': 1882, 'L_SPECIALIST': 83, 'SWITCHING_GL': 53}
2025-05-27 18:45:35,550 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=71.00: Cells=2047, MaxR=45.03, Pheno={'G_SPECIALIST': 1899, 'L_SPECIALIST': 92, 'SWITCHING_GL': 56}
2025-05-27 18:45:35,681 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=72.00: Cells=2076, MaxR=45.03, Pheno={'G_SPECIALIST': 1912, 'L_SPECIALIST': 102, 'SWITCHING_GL': 62}
2025-05-27 18:45:35,813 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=73.00: Cells=2104, MaxR=45.03, Pheno={'G_SPECIALIST': 1922, 'L_SPECIALIST': 117, 'SWITCHING_GL': 65}
2025-05-27 18:45:35,949 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=74.00: Cells=2119, MaxR=45.03, Pheno={'G_SPECIALIST': 1927, 'L_SPECIALIST': 128, 'SWITCHING_GL': 64}
2025-05-27 18:45:36,109 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=75.00: Cells=2136, MaxR=45.03, Pheno={'G_SPECIALIST': 1928, 'L_SPECIALIST': 144, 'SWITCHING_GL': 64}
2025-05-27 18:45:36,257 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=76.00: Cells=2149, MaxR=45.53, Pheno={'G_SPECIALIST': 1930, 'L_SPECIALIST': 158, 'SWITCHING_GL': 61}
2025-05-27 18:45:36,429 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=77.00: Cells=2159, MaxR=46.18, Pheno={'G_SPECIALIST': 1932, 'L_SPECIALIST': 169, 'SWITCHING_GL': 58}
2025-05-27 18:45:36,583 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=78.00: Cells=2184, MaxR=46.51, Pheno={'G_SPECIALIST': 1938, 'L_SPECIALIST': 192, 'SWITCHING_GL': 54}
2025-05-27 18:45:36,730 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=79.00: Cells=2198, MaxR=47.84, Pheno={'G_SPECIALIST': 1940, 'L_SPECIALIST': 205, 'SWITCHING_GL': 53}
2025-05-27 18:45:36,868 - sim.ResponsiveHG_W20_Rep2 - INFO - simulation_engine:218 - Progress: T=80.00, Cells=2214
2025-05-27 18:45:36,900 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=80.00: Cells=2215, MaxR=47.84, Pheno={'G_SPECIALIST': 1941, 'L_SPECIALIST': 223, 'SWITCHING_GL': 51}
2025-05-27 18:45:37,076 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=81.00: Cells=2246, MaxR=47.84, Pheno={'G_SPECIALIST': 1942, 'L_SPECIALIST': 251, 'SWITCHING_GL': 53}
2025-05-27 18:45:37,232 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=82.00: Cells=2264, MaxR=47.84, Pheno={'G_SPECIALIST': 1944, 'L_SPECIALIST': 273, 'SWITCHING_GL': 47}
2025-05-27 18:45:37,375 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=83.00: Cells=2282, MaxR=47.84, Pheno={'G_SPECIALIST': 1944, 'L_SPECIALIST': 295, 'SWITCHING_GL': 43}
2025-05-27 18:45:37,527 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=84.00: Cells=2302, MaxR=47.84, Pheno={'G_SPECIALIST': 1944, 'L_SPECIALIST': 317, 'SWITCHING_GL': 41}
2025-05-27 18:45:37,677 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=85.00: Cells=2328, MaxR=47.84, Pheno={'G_SPECIALIST': 1944, 'L_SPECIALIST': 343, 'SWITCHING_GL': 41}
2025-05-27 18:45:37,830 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=86.00: Cells=2345, MaxR=47.84, Pheno={'G_SPECIALIST': 1945, 'L_SPECIALIST': 364, 'SWITCHING_GL': 36}
2025-05-27 18:45:38,019 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=87.00: Cells=2362, MaxR=48.28, Pheno={'G_SPECIALIST': 1945, 'L_SPECIALIST': 383, 'SWITCHING_GL': 34}
2025-05-27 18:45:38,190 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=88.00: Cells=2381, MaxR=48.28, Pheno={'G_SPECIALIST': 1945, 'L_SPECIALIST': 407, 'SWITCHING_GL': 29}
2025-05-27 18:45:38,372 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=89.00: Cells=2399, MaxR=48.50, Pheno={'G_SPECIALIST': 1945, 'L_SPECIALIST': 429, 'SWITCHING_GL': 25}
2025-05-27 18:45:38,517 - sim.ResponsiveHG_W20_Rep2 - INFO - simulation_engine:218 - Progress: T=90.00, Cells=2420
2025-05-27 18:45:38,550 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=90.00: Cells=2421, MaxR=48.50, Pheno={'G_SPECIALIST': 1945, 'L_SPECIALIST': 453, 'SWITCHING_GL': 23}
2025-05-27 18:45:38,744 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=91.00: Cells=2441, MaxR=49.11, Pheno={'G_SPECIALIST': 1945, 'L_SPECIALIST': 474, 'SWITCHING_GL': 22}
2025-05-27 18:45:38,920 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=92.00: Cells=2459, MaxR=49.11, Pheno={'G_SPECIALIST': 1945, 'L_SPECIALIST': 494, 'SWITCHING_GL': 20}
2025-05-27 18:45:39,085 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=93.00: Cells=2476, MaxR=49.51, Pheno={'G_SPECIALIST': 1945, 'L_SPECIALIST': 512, 'SWITCHING_GL': 19}
2025-05-27 18:45:39,262 - sim.ResponsiveHG_W20_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=94.00: Cells=2501, MaxR=49.51, Pheno={'G_SPECIALIST': 1945, 'L_SPECIALIST': 540, 'SWITCHING_GL': 16}
