2025-05-27 19:28:18,343 - sim.ProbSweep_W40_P0.3_Rep2 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ProbSweep_W40_P0.3_Rep2
2025-05-27 19:28:18,344 - sim.ProbSweep_W40_P0.3_Rep2 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 19:28:18,344 - sim.ProbSweep_W40_P0.3_Rep2 - INFO - simulation_engine:202 - Starting simulation: ProbSweep_W40_P0.3_Rep2
2025-05-27 19:28:18,344 - sim.ProbSweep_W40_P0.3_Rep2 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 19:28:18,345 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,347 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=6, MaxR=3.00, Pheno={'G_SPECIALIST': 6, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,347 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=7, MaxR=3.00, Pheno={'G_SPECIALIST': 7, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,348 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=7, MaxR=3.00, Pheno={'G_SPECIALIST': 7, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,349 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=10, MaxR=3.46, Pheno={'G_SPECIALIST': 10, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,350 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=11, MaxR=3.46, Pheno={'G_SPECIALIST': 11, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,351 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=11, MaxR=3.46, Pheno={'G_SPECIALIST': 11, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,353 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=11, MaxR=3.46, Pheno={'G_SPECIALIST': 11, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,354 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=13, MaxR=3.46, Pheno={'G_SPECIALIST': 13, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,356 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=14, MaxR=3.46, Pheno={'G_SPECIALIST': 14, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,357 - sim.ProbSweep_W40_P0.3_Rep2 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=15
2025-05-27 19:28:18,357 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=10.00: Cells=15, MaxR=5.20, Pheno={'G_SPECIALIST': 15, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,358 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=11.00: Cells=17, MaxR=5.20, Pheno={'G_SPECIALIST': 17, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,359 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=12.00: Cells=19, MaxR=5.20, Pheno={'G_SPECIALIST': 19, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,361 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=13.00: Cells=20, MaxR=5.20, Pheno={'G_SPECIALIST': 20, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,362 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=14.00: Cells=21, MaxR=5.20, Pheno={'G_SPECIALIST': 21, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,365 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=15.00: Cells=23, MaxR=6.24, Pheno={'G_SPECIALIST': 23, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,367 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=16.00: Cells=27, MaxR=6.93, Pheno={'G_SPECIALIST': 27, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,369 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=17.00: Cells=32, MaxR=6.93, Pheno={'G_SPECIALIST': 32, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,372 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=18.00: Cells=41, MaxR=7.94, Pheno={'G_SPECIALIST': 41, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,377 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=19.00: Cells=52, MaxR=9.17, Pheno={'G_SPECIALIST': 52, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,380 - sim.ProbSweep_W40_P0.3_Rep2 - INFO - simulation_engine:218 - Progress: T=20.00, Cells=58
2025-05-27 19:28:18,381 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=20.00: Cells=60, MaxR=9.64, Pheno={'G_SPECIALIST': 60, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,385 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=21.00: Cells=67, MaxR=9.64, Pheno={'G_SPECIALIST': 67, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,390 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=22.00: Cells=81, MaxR=11.36, Pheno={'G_SPECIALIST': 81, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,398 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=23.00: Cells=98, MaxR=12.12, Pheno={'G_SPECIALIST': 98, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:28:18,407 - sim.ProbSweep_W40_P0.3_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=24.00: Cells=110, MaxR=12.12, Pheno={'G_SPECIALIST': 110, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
