2025-05-27 18:43:33,365 - sim.BetHedging0.5_W10_Rep2 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: BetHedging0.5_W10_Rep2
2025-05-27 18:43:33,367 - sim.BetHedging0.5_W10_Rep2 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 18:43:33,367 - sim.BetHedging0.5_W10_Rep2 - INFO - simulation_engine:202 - Starting simulation: BetHedging0.5_W10_Rep2
2025-05-27 18:43:33,367 - sim.BetHedging0.5_W10_Rep2 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 18:43:33,367 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,369 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=8, MaxR=3.46, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,370 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=8, MaxR=3.46, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,371 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=10, MaxR=3.46, Pheno={'G_SPECIALIST': 10, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,373 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=14, MaxR=5.20, Pheno={'G_SPECIALIST': 14, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,374 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=21, MaxR=6.24, Pheno={'G_SPECIALIST': 21, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,377 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=26, MaxR=6.93, Pheno={'G_SPECIALIST': 26, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,379 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=33, MaxR=6.93, Pheno={'G_SPECIALIST': 33, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,382 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=43, MaxR=7.94, Pheno={'G_SPECIALIST': 43, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,385 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=46, MaxR=7.94, Pheno={'G_SPECIALIST': 46, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,388 - sim.BetHedging0.5_W10_Rep2 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=50
2025-05-27 18:43:33,389 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=10.00: Cells=50, MaxR=9.17, Pheno={'G_SPECIALIST': 50, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,393 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=11.00: Cells=52, MaxR=9.17, Pheno={'G_SPECIALIST': 52, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,396 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=12.00: Cells=55, MaxR=9.17, Pheno={'G_SPECIALIST': 55, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,402 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=13.00: Cells=65, MaxR=10.54, Pheno={'G_SPECIALIST': 65, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,407 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=14.00: Cells=72, MaxR=10.54, Pheno={'G_SPECIALIST': 72, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,412 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=15.00: Cells=85, MaxR=10.82, Pheno={'G_SPECIALIST': 85, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,418 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=16.00: Cells=98, MaxR=10.82, Pheno={'G_SPECIALIST': 98, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,427 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=17.00: Cells=111, MaxR=12.12, Pheno={'G_SPECIALIST': 111, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,435 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=18.00: Cells=125, MaxR=13.53, Pheno={'G_SPECIALIST': 125, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,444 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=19.00: Cells=136, MaxR=13.53, Pheno={'G_SPECIALIST': 136, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,452 - sim.BetHedging0.5_W10_Rep2 - INFO - simulation_engine:218 - Progress: T=20.00, Cells=159
2025-05-27 18:43:33,455 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=20.00: Cells=160, MaxR=15.39, Pheno={'G_SPECIALIST': 160, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,466 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=21.00: Cells=182, MaxR=18.33, Pheno={'G_SPECIALIST': 182, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,479 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=22.00: Cells=200, MaxR=19.52, Pheno={'G_SPECIALIST': 200, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,493 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=23.00: Cells=222, MaxR=21.00, Pheno={'G_SPECIALIST': 222, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,508 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=24.00: Cells=243, MaxR=21.28, Pheno={'G_SPECIALIST': 243, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,524 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=25.00: Cells=271, MaxR=24.25, Pheno={'G_SPECIALIST': 271, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,544 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=26.00: Cells=301, MaxR=24.25, Pheno={'G_SPECIALIST': 301, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,563 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=27.00: Cells=323, MaxR=24.25, Pheno={'G_SPECIALIST': 323, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,585 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=28.00: Cells=345, MaxR=24.25, Pheno={'G_SPECIALIST': 345, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,608 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=29.00: Cells=373, MaxR=24.25, Pheno={'G_SPECIALIST': 373, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,627 - sim.BetHedging0.5_W10_Rep2 - INFO - simulation_engine:218 - Progress: T=30.00, Cells=394
2025-05-27 18:43:33,632 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=30.00: Cells=396, MaxR=25.51, Pheno={'G_SPECIALIST': 396, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,658 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=31.00: Cells=420, MaxR=25.51, Pheno={'G_SPECIALIST': 420, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:43:33,686 - sim.BetHedging0.5_W10_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=32.00: Cells=451, MaxR=27.06, Pheno={'G_SPECIALIST': 451, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
