2025-05-27 18:55:08,883 - sim.BetHedging0.5_W40_Rep2 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: BetHedging0.5_W40_Rep2
2025-05-27 18:55:08,885 - sim.BetHedging0.5_W40_Rep2 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 18:55:08,885 - sim.BetHedging0.5_W40_Rep2 - INFO - simulation_engine:202 - Starting simulation: BetHedging0.5_W40_Rep2
2025-05-27 18:55:08,886 - sim.BetHedging0.5_W40_Rep2 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 18:55:08,886 - sim.BetHedging0.5_W40_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:55:08,887 - sim.BetHedging0.5_W40_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=6, MaxR=1.73, Pheno={'G_SPECIALIST': 6, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:55:08,888 - sim.BetHedging0.5_W40_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=6, MaxR=1.73, Pheno={'G_SPECIALIST': 6, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:55:08,889 - sim.BetHedging0.5_W40_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=8, MaxR=3.46, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:55:08,889 - sim.BetHedging0.5_W40_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=8, MaxR=3.46, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:55:08,890 - sim.BetHedging0.5_W40_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=8, MaxR=3.46, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:55:08,891 - sim.BetHedging0.5_W40_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=9, MaxR=3.46, Pheno={'G_SPECIALIST': 9, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:55:08,892 - sim.BetHedging0.5_W40_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=9, MaxR=3.46, Pheno={'G_SPECIALIST': 9, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:55:08,893 - sim.BetHedging0.5_W40_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=9, MaxR=3.46, Pheno={'G_SPECIALIST': 9, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:55:08,894 - sim.BetHedging0.5_W40_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=9, MaxR=3.46, Pheno={'G_SPECIALIST': 9, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:55:08,894 - sim.BetHedging0.5_W40_Rep2 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=10
