2025-05-27 18:59:29,800 - sim.ResponsiveLL_W80_Rep3 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ResponsiveLL_W80_Rep3
2025-05-27 18:59:29,801 - sim.ResponsiveLL_W80_Rep3 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 18:59:29,801 - sim.ResponsiveLL_W80_Rep3 - INFO - simulation_engine:202 - Starting simulation: ResponsiveLL_W80_Rep3
2025-05-27 18:59:29,801 - sim.ResponsiveLL_W80_Rep3 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 18:59:29,802 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,803 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=9, MaxR=4.58, Pheno={'G_SPECIALIST': 9, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,804 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=13, MaxR=4.58, Pheno={'G_SPECIALIST': 13, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,806 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=15, MaxR=6.24, Pheno={'G_SPECIALIST': 15, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,807 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=23, MaxR=8.66, Pheno={'G_SPECIALIST': 23, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,809 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=28, MaxR=8.66, Pheno={'G_SPECIALIST': 28, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,812 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=33, MaxR=9.64, Pheno={'G_SPECIALIST': 33, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,815 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=40, MaxR=9.64, Pheno={'G_SPECIALIST': 40, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,819 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=51, MaxR=10.54, Pheno={'G_SPECIALIST': 51, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,822 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=56, MaxR=10.54, Pheno={'G_SPECIALIST': 56, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,825 - sim.ResponsiveLL_W80_Rep3 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=60
2025-05-27 18:59:29,827 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=10.00: Cells=60, MaxR=10.82, Pheno={'G_SPECIALIST': 60, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,831 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=11.00: Cells=65, MaxR=11.36, Pheno={'G_SPECIALIST': 65, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,836 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=12.00: Cells=75, MaxR=13.08, Pheno={'G_SPECIALIST': 75, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,841 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=13.00: Cells=84, MaxR=13.08, Pheno={'G_SPECIALIST': 84, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,847 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=14.00: Cells=97, MaxR=13.53, Pheno={'G_SPECIALIST': 97, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,854 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=15.00: Cells=112, MaxR=15.00, Pheno={'G_SPECIALIST': 112, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,862 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=16.00: Cells=125, MaxR=15.00, Pheno={'G_SPECIALIST': 125, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,871 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=17.00: Cells=135, MaxR=16.52, Pheno={'G_SPECIALIST': 135, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,881 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=18.00: Cells=152, MaxR=16.52, Pheno={'G_SPECIALIST': 152, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,892 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=19.00: Cells=171, MaxR=16.52, Pheno={'G_SPECIALIST': 171, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,902 - sim.ResponsiveLL_W80_Rep3 - INFO - simulation_engine:218 - Progress: T=20.00, Cells=183
2025-05-27 18:59:29,904 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=20.00: Cells=185, MaxR=17.32, Pheno={'G_SPECIALIST': 185, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,917 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=21.00: Cells=197, MaxR=19.29, Pheno={'G_SPECIALIST': 197, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:59:29,930 - sim.ResponsiveLL_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=22.00: Cells=206, MaxR=19.97, Pheno={'G_SPECIALIST': 206, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
