2025-05-27 18:36:16,974 - sim.ResponsiveLL_W5_Rep3 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ResponsiveLL_W5_Rep3
2025-05-27 18:36:16,975 - sim.ResponsiveLL_W5_Rep3 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 18:36:16,976 - sim.ResponsiveLL_W5_Rep3 - INFO - simulation_engine:202 - Starting simulation: ResponsiveLL_W5_Rep3
2025-05-27 18:36:16,976 - sim.ResponsiveLL_W5_Rep3 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 18:36:16,977 - sim.ResponsiveLL_W5_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:36:16,977 - sim.ResponsiveLL_W5_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:36:16,980 - sim.ResponsiveLL_W5_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=6, MaxR=3.00, Pheno={'G_SPECIALIST': 6, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:36:16,980 - sim.ResponsiveLL_W5_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=7, MaxR=3.00, Pheno={'G_SPECIALIST': 7, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:36:16,981 - sim.ResponsiveLL_W5_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=8, MaxR=3.00, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:36:16,982 - sim.ResponsiveLL_W5_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=8, MaxR=3.00, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:36:16,983 - sim.ResponsiveLL_W5_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=13, MaxR=3.46, Pheno={'G_SPECIALIST': 13, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:36:16,985 - sim.ResponsiveLL_W5_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=16, MaxR=4.58, Pheno={'G_SPECIALIST': 16, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:36:16,986 - sim.ResponsiveLL_W5_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=24, MaxR=5.20, Pheno={'G_SPECIALIST': 24, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:36:16,989 - sim.ResponsiveLL_W5_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=35, MaxR=7.94, Pheno={'G_SPECIALIST': 35, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:36:16,992 - sim.ResponsiveLL_W5_Rep3 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=43
