2025-05-27 18:50:47,487 - sim.ResponsiveHG_W40_Rep1 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ResponsiveHG_W40_Rep1
2025-05-27 18:50:47,487 - sim.ResponsiveHG_W40_Rep1 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 18:50:47,487 - sim.ResponsiveHG_W40_Rep1 - INFO - simulation_engine:202 - Starting simulation: ResponsiveHG_W40_Rep1
2025-05-27 18:50:47,488 - sim.ResponsiveHG_W40_Rep1 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 18:50:47,488 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,489 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,490 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=7, MaxR=4.58, Pheno={'G_SPECIALIST': 7, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,491 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=8, MaxR=4.58, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,492 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=8, MaxR=4.58, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,493 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=9, MaxR=4.58, Pheno={'G_SPECIALIST': 9, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,494 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=9, MaxR=4.58, Pheno={'G_SPECIALIST': 9, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,495 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=11, MaxR=5.20, Pheno={'G_SPECIALIST': 11, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,496 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=11, MaxR=5.20, Pheno={'G_SPECIALIST': 11, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,497 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=12, MaxR=5.20, Pheno={'G_SPECIALIST': 12, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,498 - sim.ResponsiveHG_W40_Rep1 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=14
2025-05-27 18:50:47,499 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=10.00: Cells=14, MaxR=6.93, Pheno={'G_SPECIALIST': 14, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,500 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=11.00: Cells=18, MaxR=7.94, Pheno={'G_SPECIALIST': 18, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,503 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=12.00: Cells=26, MaxR=8.66, Pheno={'G_SPECIALIST': 26, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,505 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=13.00: Cells=30, MaxR=9.17, Pheno={'G_SPECIALIST': 30, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,508 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=14.00: Cells=37, MaxR=12.12, Pheno={'G_SPECIALIST': 37, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,511 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=15.00: Cells=45, MaxR=12.12, Pheno={'G_SPECIALIST': 45, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,515 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=16.00: Cells=52, MaxR=12.12, Pheno={'G_SPECIALIST': 52, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,519 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=17.00: Cells=62, MaxR=13.75, Pheno={'G_SPECIALIST': 62, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,524 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=18.00: Cells=74, MaxR=13.75, Pheno={'G_SPECIALIST': 74, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,530 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=19.00: Cells=89, MaxR=15.10, Pheno={'G_SPECIALIST': 89, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,536 - sim.ResponsiveHG_W40_Rep1 - INFO - simulation_engine:218 - Progress: T=20.00, Cells=100
2025-05-27 18:50:47,537 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=20.00: Cells=101, MaxR=15.10, Pheno={'G_SPECIALIST': 101, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,544 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=21.00: Cells=108, MaxR=15.10, Pheno={'G_SPECIALIST': 108, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,552 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=22.00: Cells=119, MaxR=15.39, Pheno={'G_SPECIALIST': 119, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,560 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=23.00: Cells=127, MaxR=15.39, Pheno={'G_SPECIALIST': 127, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,570 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=24.00: Cells=142, MaxR=15.59, Pheno={'G_SPECIALIST': 142, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,580 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=25.00: Cells=158, MaxR=15.87, Pheno={'G_SPECIALIST': 158, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,591 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=26.00: Cells=175, MaxR=16.52, Pheno={'G_SPECIALIST': 175, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,603 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=27.00: Cells=193, MaxR=18.00, Pheno={'G_SPECIALIST': 193, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,616 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=28.00: Cells=202, MaxR=18.00, Pheno={'G_SPECIALIST': 202, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,631 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=29.00: Cells=224, MaxR=18.33, Pheno={'G_SPECIALIST': 224, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,645 - sim.ResponsiveHG_W40_Rep1 - INFO - simulation_engine:218 - Progress: T=30.00, Cells=245
2025-05-27 18:50:47,648 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=30.00: Cells=249, MaxR=19.97, Pheno={'G_SPECIALIST': 249, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:50:47,665 - sim.ResponsiveHG_W40_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=31.00: Cells=280, MaxR=21.28, Pheno={'G_SPECIALIST': 280, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
