2025-05-27 18:44:12,702 - sim.BetHedging0.5_W10_Rep3 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: BetHedging0.5_W10_Rep3
2025-05-27 18:44:12,703 - sim.BetHedging0.5_W10_Rep3 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 18:44:12,703 - sim.BetHedging0.5_W10_Rep3 - INFO - simulation_engine:202 - Starting simulation: BetHedging0.5_W10_Rep3
2025-05-27 18:44:12,703 - sim.BetHedging0.5_W10_Rep3 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 18:44:12,705 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,706 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=6, MaxR=3.00, Pheno={'G_SPECIALIST': 6, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,708 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=8, MaxR=3.46, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,709 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=9, MaxR=4.58, Pheno={'G_SPECIALIST': 9, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,710 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=11, MaxR=5.20, Pheno={'G_SPECIALIST': 11, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,712 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=16, MaxR=6.93, Pheno={'G_SPECIALIST': 16, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,713 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=23, MaxR=7.94, Pheno={'G_SPECIALIST': 23, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,715 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=29, MaxR=9.17, Pheno={'G_SPECIALIST': 29, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,719 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=39, MaxR=10.54, Pheno={'G_SPECIALIST': 39, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,721 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=43, MaxR=11.36, Pheno={'G_SPECIALIST': 43, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,725 - sim.BetHedging0.5_W10_Rep3 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=52
2025-05-27 18:44:12,725 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=10.00: Cells=52, MaxR=12.12, Pheno={'G_SPECIALIST': 52, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,729 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=11.00: Cells=60, MaxR=13.08, Pheno={'G_SPECIALIST': 60, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,734 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=12.00: Cells=66, MaxR=13.08, Pheno={'G_SPECIALIST': 66, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,741 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=13.00: Cells=78, MaxR=13.86, Pheno={'G_SPECIALIST': 78, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,747 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=14.00: Cells=88, MaxR=14.80, Pheno={'G_SPECIALIST': 88, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,754 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=15.00: Cells=103, MaxR=16.52, Pheno={'G_SPECIALIST': 103, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,762 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=16.00: Cells=112, MaxR=16.52, Pheno={'G_SPECIALIST': 112, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:44:12,770 - sim.BetHedging0.5_W10_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=17.00: Cells=124, MaxR=16.52, Pheno={'G_SPECIALIST': 124, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
