2025-05-27 19:24:05,943 - sim.ProbSweep_W40_P0.1_Rep1 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ProbSweep_W40_P0.1_Rep1
2025-05-27 19:24:05,944 - sim.ProbSweep_W40_P0.1_Rep1 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 19:24:05,944 - sim.ProbSweep_W40_P0.1_Rep1 - INFO - simulation_engine:202 - Starting simulation: ProbSweep_W40_P0.1_Rep1
2025-05-27 19:24:05,944 - sim.ProbSweep_W40_P0.1_Rep1 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 19:24:05,946 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,947 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=8, MaxR=3.46, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,948 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=11, MaxR=3.46, Pheno={'G_SPECIALIST': 11, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,949 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=12, MaxR=3.46, Pheno={'G_SPECIALIST': 12, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,950 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=14, MaxR=4.58, Pheno={'G_SPECIALIST': 14, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,951 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=14, MaxR=4.58, Pheno={'G_SPECIALIST': 14, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,953 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=20, MaxR=5.20, Pheno={'G_SPECIALIST': 20, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,956 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=28, MaxR=7.94, Pheno={'G_SPECIALIST': 28, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,959 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=34, MaxR=9.64, Pheno={'G_SPECIALIST': 34, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,961 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=43, MaxR=9.64, Pheno={'G_SPECIALIST': 43, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,964 - sim.ProbSweep_W40_P0.1_Rep1 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=50
2025-05-27 19:24:05,966 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=10.00: Cells=52, MaxR=9.64, Pheno={'G_SPECIALIST': 52, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,970 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=11.00: Cells=61, MaxR=9.64, Pheno={'G_SPECIALIST': 61, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,975 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=12.00: Cells=72, MaxR=10.54, Pheno={'G_SPECIALIST': 72, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,982 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=13.00: Cells=89, MaxR=11.36, Pheno={'G_SPECIALIST': 89, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,989 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=14.00: Cells=100, MaxR=13.08, Pheno={'G_SPECIALIST': 100, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:05,997 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=15.00: Cells=112, MaxR=13.08, Pheno={'G_SPECIALIST': 112, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:06,005 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=16.00: Cells=123, MaxR=13.08, Pheno={'G_SPECIALIST': 123, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:06,013 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=17.00: Cells=130, MaxR=13.08, Pheno={'G_SPECIALIST': 130, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:06,023 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=18.00: Cells=138, MaxR=13.53, Pheno={'G_SPECIALIST': 138, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:06,034 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=19.00: Cells=145, MaxR=13.75, Pheno={'G_SPECIALIST': 145, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:06,043 - sim.ProbSweep_W40_P0.1_Rep1 - INFO - simulation_engine:218 - Progress: T=20.00, Cells=153
2025-05-27 19:24:06,045 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=20.00: Cells=153, MaxR=13.86, Pheno={'G_SPECIALIST': 153, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:06,057 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=21.00: Cells=165, MaxR=14.80, Pheno={'G_SPECIALIST': 165, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:06,070 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=22.00: Cells=188, MaxR=15.87, Pheno={'G_SPECIALIST': 188, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:06,084 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=23.00: Cells=206, MaxR=17.06, Pheno={'G_SPECIALIST': 206, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:24:06,098 - sim.ProbSweep_W40_P0.1_Rep1.MetricsCollector - INFO - metrics:177 - Metrics @ T=24.00: Cells=221, MaxR=17.06, Pheno={'G_SPECIALIST': 221, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
