2025-05-27 19:39:22,788 - sim.ProbSweep_W40_P0.9_Rep3 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ProbSweep_W40_P0.9_Rep3
2025-05-27 19:39:22,789 - sim.ProbSweep_W40_P0.9_Rep3 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 19:39:22,789 - sim.ProbSweep_W40_P0.9_Rep3 - INFO - simulation_engine:202 - Starting simulation: ProbSweep_W40_P0.9_Rep3
2025-05-27 19:39:22,790 - sim.ProbSweep_W40_P0.9_Rep3 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 19:39:22,791 - sim.ProbSweep_W40_P0.9_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:39:22,791 - sim.ProbSweep_W40_P0.9_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=7, MaxR=3.00, Pheno={'G_SPECIALIST': 7, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:39:22,800 - sim.ProbSweep_W40_P0.9_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=8, MaxR=3.46, Pheno={'G_SPECIALIST': 8, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:39:22,801 - sim.ProbSweep_W40_P0.9_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=9, MaxR=3.46, Pheno={'G_SPECIALIST': 9, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:39:22,802 - sim.ProbSweep_W40_P0.9_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=14, MaxR=3.46, Pheno={'G_SPECIALIST': 14, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:39:22,803 - sim.ProbSweep_W40_P0.9_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=17, MaxR=5.20, Pheno={'G_SPECIALIST': 17, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:39:22,805 - sim.ProbSweep_W40_P0.9_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=22, MaxR=6.24, Pheno={'G_SPECIALIST': 22, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:39:22,807 - sim.ProbSweep_W40_P0.9_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=29, MaxR=6.93, Pheno={'G_SPECIALIST': 29, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:39:22,809 - sim.ProbSweep_W40_P0.9_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=36, MaxR=6.93, Pheno={'G_SPECIALIST': 36, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:39:22,813 - sim.ProbSweep_W40_P0.9_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=46, MaxR=6.93, Pheno={'G_SPECIALIST': 46, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:39:22,816 - sim.ProbSweep_W40_P0.9_Rep3 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=52
2025-05-27 19:39:22,817 - sim.ProbSweep_W40_P0.9_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=10.00: Cells=53, MaxR=7.94, Pheno={'G_SPECIALIST': 53, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
