2025-05-27 19:17:19,416 - sim.ProbSweep_W10_P0.8_Rep2 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ProbSweep_W10_P0.8_Rep2
2025-05-27 19:17:19,417 - sim.ProbSweep_W10_P0.8_Rep2 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 19:17:19,418 - sim.ProbSweep_W10_P0.8_Rep2 - INFO - simulation_engine:202 - Starting simulation: ProbSweep_W10_P0.8_Rep2
2025-05-27 19:17:19,418 - sim.ProbSweep_W10_P0.8_Rep2 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 19:17:19,419 - sim.ProbSweep_W10_P0.8_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:17:19,419 - sim.ProbSweep_W10_P0.8_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:17:19,420 - sim.ProbSweep_W10_P0.8_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=6, MaxR=3.00, Pheno={'G_SPECIALIST': 6, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:17:19,421 - sim.ProbSweep_W10_P0.8_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=7, MaxR=3.46, Pheno={'G_SPECIALIST': 7, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:17:19,422 - sim.ProbSweep_W10_P0.8_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=9, MaxR=3.46, Pheno={'G_SPECIALIST': 9, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:17:19,423 - sim.ProbSweep_W10_P0.8_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=12, MaxR=4.58, Pheno={'G_SPECIALIST': 12, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:17:19,425 - sim.ProbSweep_W10_P0.8_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=12, MaxR=4.58, Pheno={'G_SPECIALIST': 12, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:17:19,426 - sim.ProbSweep_W10_P0.8_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=14, MaxR=4.58, Pheno={'G_SPECIALIST': 14, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:17:19,428 - sim.ProbSweep_W10_P0.8_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=19, MaxR=5.20, Pheno={'G_SPECIALIST': 19, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:17:19,429 - sim.ProbSweep_W10_P0.8_Rep2.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=21, MaxR=6.24, Pheno={'G_SPECIALIST': 21, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 19:17:19,430 - sim.ProbSweep_W10_P0.8_Rep2 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=23
