2025-05-27 18:57:39,368 - sim.ResponsiveHG_W80_Rep3 - INFO - simulation_engine:37 - Initializing SimulationEngine for experiment: ResponsiveHG_W80_Rep3
2025-05-27 18:57:39,369 - sim.ResponsiveHG_W80_Rep3 - INFO - simulation_engine:70 - Visualization disabled.
2025-05-27 18:57:39,369 - sim.ResponsiveHG_W80_Rep3 - INFO - simulation_engine:202 - Starting simulation: ResponsiveHG_W80_Rep3
2025-05-27 18:57:39,370 - sim.ResponsiveHG_W80_Rep3 - INFO - simulation_engine:204 - Colony initialized: 5 cells.
2025-05-27 18:57:39,371 - sim.ResponsiveHG_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=0.00: Cells=5, MaxR=1.73, Pheno={'G_SPECIALIST': 5, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:57:39,372 - sim.ResponsiveHG_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=1.00: Cells=7, MaxR=3.46, Pheno={'G_SPECIALIST': 7, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:57:39,373 - sim.ResponsiveHG_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=2.00: Cells=10, MaxR=5.20, Pheno={'G_SPECIALIST': 10, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:57:39,375 - sim.ResponsiveHG_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=3.00: Cells=11, MaxR=5.20, Pheno={'G_SPECIALIST': 11, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:57:39,377 - sim.ResponsiveHG_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=4.00: Cells=16, MaxR=6.93, Pheno={'G_SPECIALIST': 16, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:57:39,379 - sim.ResponsiveHG_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=5.00: Cells=22, MaxR=6.93, Pheno={'G_SPECIALIST': 22, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:57:39,381 - sim.ResponsiveHG_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=6.00: Cells=27, MaxR=6.93, Pheno={'G_SPECIALIST': 27, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:57:39,384 - sim.ResponsiveHG_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=7.00: Cells=36, MaxR=7.55, Pheno={'G_SPECIALIST': 36, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:57:39,387 - sim.ResponsiveHG_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=8.00: Cells=43, MaxR=7.94, Pheno={'G_SPECIALIST': 43, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:57:39,391 - sim.ResponsiveHG_W80_Rep3.MetricsCollector - INFO - metrics:177 - Metrics @ T=9.00: Cells=52, MaxR=10.54, Pheno={'G_SPECIALIST': 52, 'L_SPECIALIST': 0, 'SWITCHING_GL': 0}
2025-05-27 18:57:39,394 - sim.ResponsiveHG_W80_Rep3 - INFO - simulation_engine:218 - Progress: T=10.00, Cells=58
